AROKATO,nom,IDREG,pays,type,lat,long,SITU,CAP,CAPNAT,GAS,typharris1963,1959,1970,1979,1989,2002,2010,T5970,T7079,T7989,T8902,T0210
AR24403,vichuga,RUS18,Russie,gorod,57.2,41.91666667,O,0,0,0,3A2,51.7,52.6,52,49.7,40.87,37.609,0.157017127,-0.127389914,-0.451366122,-1.49341804,-1.034028213
AR25414,Bratsk,RUS17,Russie,gorod,56.11666667,101.6,E,0,0,0,3A1,51.5,185.261,244.048,284.617,259.335,246.348,12.34230832,3.109582334,1.549679805,-0.713013256,-0.640135991
AAZ03101,Sumqayit,AZE00,Azerbaidjan,gorod,40.59,49.67,O,0,0,1,3A1,51.485,127.268,195.844,239.824,274.76,299.6,8.575233727,4.905680605,2.046528975,1.051590018,1.087748753
AR41417,vyborg,RUS35,Russie,gorod,60.71666667,28.75,O,0,0,0,3A2,51.1,65.2,75.6,80.9,79.224,80.013,2.239945354,1.658003869,0.679876144,-0.160905338,0.123949732
AR92405,Almetevsk,RUS65,Russie,gorod,54.9,52.3,O,0,0,1,,50.9,87.1,109.6,129,140.437,146.309,5.004793402,2.585987734,1.64310317,0.655574817,0.513336002
AR73405,dimitrvgrad,RUS50,Russie,gorod,54.21666667,49.6,O,0,0,0,,50.7,81.4,106,123.6,130.871,122.549,4.398054176,2.977509555,1.547973392,0.440672427,-0.817901277
AUA11110,Oleksandriya,UKR13,Ukraine,gorod,48.67,33.12,O,0,0,0,,50.683,69.416,82.059,102.611,92.642,83.419,2.900606312,1.876512765,2.260231129,-0.78311086,-1.30224535
AR04403,achinsk,RUS34,Russie,gorod,56.26666667,90.5,E,0,0,0,2A,50.3,97,116.9,121.6,118.744,109.156,6.151861285,2.095065709,0.394958926,-0.182656474,-1.04687996
AR03429,tihoreck,RUS33,Russie,gorod,45.85,40.11666667,O,0,0,1,,49.7,60.1,63.8,67.1,65.005,61.825,1.742321742,0.666023122,0.505582312,-0.243701441,-0.624993447
AAR06107,Vanadzor,ARM00,Arménie,gorod,40.81,44.49,O,1,0,0,,49.423,106.624,146.036,75.616,106.968,104.8,7.240022648,3.556730081,-6.369923741,2.704080082,-0.255618828
AR28445,rzhev,RUS74,Russie,gorod,56.25,34.33333333,O,0,0,0,,49,60.7,68.9,69.8,63.729,62.026,1.965645693,1.417874265,0.129862566,-0.697512103,-0.338003304
AR10410,belogorsk,RUS04,Russie,gorod,50.91666667,128.4833333,E,0,0,0,,48.8,56.9,63.4,73.4,67.422,68.22,1.405835935,1.209123957,1.475378572,-0.651350697,0.147188251
AR25436,usoljesibir,RUS17,Russie,gorod,52.75,103.65,E,0,0,0,,48.5,86.7,103,106.5,90.161,83.364,5.422741397,1.932605474,0.334718906,-1.272967,-0.974971032
AR05417,partizansk,RUS53,Russie,gorod,43.13333333,133.1333333,E,0,0,0,,48.5,48.3,46.3,49.5,43.67,38.648,-0.037558738,-0.46878221,0.67054524,-0.95930215,-1.515478524
AKA05109,Taldykorgai,KAZ005,Kazakhstan,gorod,45.02,78.37,E,1,0,0,,48.104,81.622,108.396,138.237,114.065,139.075,4.924061824,3.202343251,2.461593165,-1.467603122,2.509034701
AUA15109,Ismail,UKR17,Ukraine,gorod,45.35,28.83,O,0,0,0,,48.103,70.297,83.126,92.915,84.229,75.787,3.509116724,1.879991263,1.119495652,-0.752127323,-1.311476886
AUA18111,Romni,UKR20,Ukraine,gorod,50.75,33.47,O,0,0,0,,48.04,52.529,57.051,57.051,49.982,44.429,0.81541015,0.921780318,0,-1.012345871,-1.46143525
AR65496,tavda,RUS63,Russie,gorod,58.05,65.26666667,E,0,0,0,,48,47.4,46.4,45.7,40.686,35.415,-0.114287208,-0.236639228,-0.151896134,-0.889971827,-1.719404017
AR22242501,pavlovo,RUS42,Russie,gorod,55.95,43.06666667,O,0,0,0,,47.9,63.2,68.4,71.5,64.814,60.699,2.551915959,0.882409631,0.44423004,-0.752354158,-0.816577816
AR71405,ishim,RUS70,Russie,gorod,56.11666667,69.5,E,0,0,0,,47.8,56.2,62.5,66.4,67.757,65.229,1.482620812,1.187549366,0.60714067,0.155742067,-0.474167511
AUA07109,Ouzhgorod,UKR08,Ukraine,gorod,48.62,22.3,O,1,0,0,1B5,47.396,64.578,90.995,117.061,117.268,116.456,2.852059146,3.883866222,2.550898559,0.013623431,-0.086869404
AR57415,gubaha,RUS52,Russie,gorod,58.86666667,57.58333333,E,0,0,0,,47.1,62.002,52.758,53.073,42.115,32.905,2.530520685,-1.777907832,0.059546769,-1.763226541,-3.037649183
AR65482,polevskoj,RUS63,Russie,gorod,56.45,60.18333333,E,0,0,1,,47.1,57.6,64.1,70.6,66.761,64.191,1.846380159,1.195104944,0.970537266,-0.429161588,-0.489498827
AR22228503,zavolzhje,RUS42,Russie,gorod,56.63333333,43.4,O,0,0,0,,47,69.1,77.2,78.8,76.413,70.964,3.565803959,1.239223594,0.205345945,-0.236336884,-0.920488979
AR32449,jurga,RUS25,Russie,gorod,55.73333333,84.9,E,0,0,0,,46.6,62.1,78.3,93.2,85.555,81.536,2.644782858,2.609027981,1.757262516,-0.656208851,-0.599630043
AUA07104,Moukatcheve,UKR08,Ukraine,gorod,48.45,22.72,O,0,0,0,,46.423,57.414,71.864,84.521,82.292,83.763,1.950535041,2.525670975,1.635475653,-0.205376059,0.221716682
AUA01116,Feodosiya,UKR01,Ukraine,gorod,45.03,35.38,O,0,0,0,,46.327,64.938,76.402,83.912,74.146,70.392,3.117685685,1.822813019,0.942006784,-0.947307672,-0.647295932
AR70202501,aleksin,RUS72,Russie,gorod,54.5,37.06666667,O,0,0,0,,46.3,61.4,67.2,74.3,68.156,61.738,2.59927863,1.007972971,1.009437837,-0.661737398,-1.228634522
AUA25109,Nizhin,UKR27,Ukraine,gorod,51.05,31.88,O,0,0,0,,46.211,56.32,69.533,80.553,76.453,74.365,1.814741221,2.369318829,1.482013438,-0.401052939,-0.345504769
AR65470,kushva,RUS63,Russie,gorod,58.28333333,59.73333333,E,0,0,1,,46.2,43.8,43.3,43.1,35.555,30.166,-0.483789412,-0.127487359,-0.046285664,-1.469421705,-2.033604225
ABE03116,Polatsk,BEL00,Belarus,gorod,55.49,28.8,O,0,0,0,,46.189,104.296,138.262,169.536,185.678,181.803,7.685490419,3.181992277,2.060081253,0.702077034,-0.263343735
AUA04116,Pavlograd,UKR05,Ukraine,gorod,48.52,35.87,O,0,0,0,,45.827,95.276,129.562,164.942,147.107,140.034,6.880026659,3.474343782,2.443724914,-0.876399786,-0.614038138
AUA12110,Zolote,UKR14,Ukraine,gorod,48.69,38.52,O,0,0,0,,45.524,41.651,39.856,36.451,29.018,25.63,-0.805053596,-0.488275368,-0.889064892,-1.738830695,-1.540129101
AR47415,monchegorsk,RUS41,Russie,gorod,67.93333333,32.9,O,0,0,0,,45.5,46,51.4,68.7,52.242,45.381,0.09940456,1.240933986,2.943602391,-2.084599543,-1.744519609
AR65432,irbit,RUS63,Russie,gorod,57.66666667,63.06666667,E,0,0,1,,45.3,49.3,51.3,51.7,43.318,38.352,0.772212193,0.442829506,0.077700465,-1.351473158,-1.510495513
AR87415,Inta,RUS29,Russie,gorod,66.03333333,60.13333333,O,0,0,0,,45.1,50.2,50.9,60.2,41.217,32.021,0.978692541,0.153983954,1.69225338,-2.871964085,-3.106462025
AR46206501,voskresensk,RUS40,Russie,gorod,55.31666667,38.68333333,O,0,0,0,,44.8,74.059,86.751,94.631,92.208,91.301,4.675595206,1.773090014,0.873222253,-0.199325876,-0.123488119
AR22238501,kulebaki,RUS42,Russie,gorod,55.41666667,42.51666667,O,0,0,0,,44.7,46.3,48.1,45.7,39.072,35.762,0.320224896,0.424679396,-0.510531129,-1.198089675,-1.100403535
AUA23112,Ouman,UKR25,Ukraine,gorod,48.75,30.22,O,0,0,0,,44.546,63.378,78.897,90.596,88.5,87.836,3.257330358,2.463481121,1.392271647,-0.179879336,-0.094121326
AUA23110,Smila,UKR25,Ukraine,gorod,49.23,31.88,O,0,0,0,,44.534,55.474,62.282,79.449,69.529,68.721,2.016994614,1.29450732,2.464302608,-1.020707097,-0.145977259
AUA14108,Pervomaisk,UKR16,Ukraine,gorod,48.05,30.85,O,0,0,0,,44.33,59.424,72.416,81.652,69.655,67.184,2.699769355,2.221301361,1.207624046,-1.214945638,-0.450494141
AR49408,borovichi,RUS43,Russie,gorod,58.4,33.9,O,0,0,0,,44.1,54.8,59.6,63,57.755,53.699,1.994450528,0.9373142,0.556333341,-0.666421807,-0.9060646
AUZ13101,Ourgentch,OUZ00,Ouzbekistan,gorod,41.55,60.63,E,1,0,0,1B5,44,76,100.01,126.38,134.749,140.172,5.094082994,3.097411024,2.367828867,0.494442154,0.494442154
AKA09103,Zhezkazgan,KAZ001,Kazakhstan,gorod,47.78,67.77,E,0,0,0,,43.918,95.357,138.268,167.538,150.388,146.332,7.302539959,4.214920167,1.938717309,-0.82725476,-0.341188666
AUA25113,Prolouki,UKR27,Ukraine,gorod,50.6,32.4,O,0,0,0,,43.719,57.474,65.303,71.954,64.275,59.18,2.51799632,1.429062688,0.97460917,-0.864385469,-1.026999914
AUA12123,Pervomaisk,UKR14,Ukraine,gorod,48.63,38.56,O,0,0,0,,43.671,45.779,44.525,51.025,42.674,39.105,0.42947602,-0.308131426,1.371975168,-1.365394781,-1.085825756
AR75448,satka,RUS66,Russie,gorod,55.05,59.05,E,0,0,1,,43.1,44.1,46.2,50.7,49.686,45.184,0.208733777,0.518227239,0.933794029,-0.155284749,-1.18023199
AR65416,bogdanvich,RUS63,Russie,gorod,56.78333333,62.05,E,0,0,1,,42.8,50.9,62.8,72.6,69.263,65.225,1.588159489,2.36181659,1.460663417,-0.36130011,-0.748038437
AR53408,buguruslan,RUS47,Russie,gorod,53.61666667,52.41666667,E,0,0,1,,42.5,49.5,54.4,54.1,53.893,49.737,1.395728724,1.054313395,-0.055284393,-0.029484779,-0.998128754
AR60417,doneck,RUS55,Russie,gorod,48.33333333,39.93333333,O,0,0,0,,42.4,44.085,50.086,53.933,53.258,50.085,0.354912203,1.428123165,0.742754917,-0.096833912,-0.764890534
AGE08105,Poti,GEO00,Géorgie,gorod,42.15,41.67,O,0,0,0,,42.068,45.979,48.508,50.922,47.149,47.7,0.811432722,0.596706155,0.486844429,-0.590421278,0.145337988
AR15415,klincy,RUS11,Russie,gorod,52.75,32.23333333,O,0,0,0,,42,58.1,67.1,71.2,67.325,62.51,2.993906522,1.613076058,0.594849992,-0.429545417,-0.923275083
AR03417,labinsk,RUS33,Russie,gorod,44.63333333,40.73333333,O,0,0,1,,41.9,50,54,58,61.446,62.822,1.61967848,0.858789297,0.717148924,0.444954146,0.277215913
AR25432,tulun,RUS17,Russie,gorod,54.56666667,100.5666667,E,0,0,0,,41.8,49.4,51.8,52.9,51.848,44.603,1.530263942,0.528499715,0.210352828,-0.1543959,-1.863851885
AR91401,cherkessk,RUS62,Russie,gorod,44.21666667,42.05,O,1,0,1,1B5,41.7,67.2,90.8,113.1,116.244,121.439,4.433391839,3.400839305,2.220423437,0.211138331,0.548004191
AR19420,sokol,RUS77,Russie,gorod,59.46666667,40.11666667,O,0,0,0,,41.7,48.3,45.3,46.6,43.042,38.454,1.344691941,-0.709962531,0.283335726,-0.609092526,-1.399041929
ABE02119,Pinsk,BEL00,Belarus,gorod,52.12,26.07,O,0,0,0,,41.548,61.752,89.847,118.636,130.26,131.357,3.668194965,4.254480389,2.818506568,0.72159042,0.104883088
AR22403,arzamas,RUS42,Russie,gorod,55.4,43.81666667,O,0,0,0,,41.5,67.5,93.3,109,109.432,106.367,4.521362278,3.662042917,1.567435133,0.030431318,-0.354469934
ABE04110,Mazyr,BEL00,Belarus,gorod,52.05,29.27,O,0,0,0,,41.368,72.721,106.868,141.234,148.955,147.812,5.262165821,4.370178592,2.827471737,0.410279601,-0.096286848
AR28426,kimry,RUS74,Russie,gorod,56.86666667,37.35,O,0,0,0,,41.2,53.4,57.8,61.5,53.65,49.623,2.385950723,0.883637111,0.622412981,-1.044930772,-0.97059692
ALI05106,Panev_zys,LIT00,Lithuanie,gorod,55.73,24.35,O,1,0,0,,41.096,73.328,101.519,126.419,118.864,111.959,5.404932675,3.680599339,2.217793506,-0.472909501,-0.745271361
AR50405,barabinsk,RUS44,Russie,gorod,55.35,78.35,E,0,0,0,,40.9,37.3,37.3,36.5,32.501,30.394,-0.834108543,0,-0.216575796,-0.888654093,-0.834320535
AR68420,morshansk,RUS64,Russie,gorod,53.45,41.8,O,0,0,0,,40.9,44.2,47.7,50.1,44.486,41.55,0.707900453,0.850335081,0.492102971,-0.910037519,-0.849830992
AR32422,mariinsk,RUS25,Russie,gorod,56.21666667,87.75,E,0,0,0,,40.8,39.7,39.5,41,42.977,40.522,-0.248154257,-0.0561011,0.37340939,0.36291095,-0.732554299
AR99401,birobidgan,RUS26,Russie,gorod,48.78333333,132.9333333,E,1,0,1,1B5,40.7,55.7,68.6,83.7,77.25,75.419,2.893358759,2.341576404,2.009386164,-0.614963326,-0.29939695
AUZ12109,Almalyk,OUZ00,Ouzbekistan,gorod,40.84,69.6,E,0,0,0,,40.48,103.684,126.701,145.466,149.569,152.535,8.926550122,2.252575454,1.390705602,0.214170068,0.245793566
AR22224501,vyksa,RUS42,Russie,gorod,55.31666667,42.18333333,O,0,0,0,,40.3,46.4,53.7,61.1,61.657,56.196,1.289589771,1.636733909,1.299357882,0.069831303,-1.152571258
AUA22106,Kamyanets-Podilsk,UKR24,Ukraine,gorod,48.67,26.57,O,0,0,0,,40.299,57.111,84.44,102.236,99.769,102.813,3.220498965,4.440713209,1.930830441,-0.18768994,0.37633834
AR97404,alatyr,RUS69,Russie,gorod,54.85,46.58333333,O,0,0,0,,40.1,43.5,45.3,46.6,43.161,38.202,0.742603761,0.451528492,0.283335726,-0.587981746,-1.514039398
AR60404,azov,RUS55,Russie,gorod,47.1,39.41666667,O,0,0,0,,39.9,59.3,75.1,80.3,82.09,82.882,3.667780329,2.659314604,0.67173672,0.169733002,0.120093344
AR60226501,krasnysulin,RUS55,Russie,gorod,47.88333333,40.06666667,O,0,0,0,,39.8,41.7,42.6,43.1,44.187,40.866,0.424847351,0.237538616,0.116755545,0.191780827,-0.971898821
AR07424,nevinnomysk,RUS62,Russie,gorod,44.63333333,41.93333333,O,0,0,1,,39.8,85.1,103.7,121.4,132.141,118.351,7.15297324,2.220687983,1.588370227,0.654274591,-1.368237721
AR05420,spasskdalni,RUS53,Russie,gorod,44.6,132.8166667,E,0,0,0,,39.6,45.1,53.2,60.1,51.691,44.166,1.189317972,1.852235515,1.22698085,-1.152736462,-1.947393748
AR17415,vjazniki,RUS75,Russie,gorod,56.23333333,42.16666667,O,0,0,0,,39.4,42.7,45.9,45.4,40.398,41.252,0.733889904,0.806190094,-0.109470158,-0.893917709,0.261833658
AKA03110,Schoutchinsk,KAZ001,Kazakhstan,gorod,52.93,70.2,E,0,0,0,,39.208,40.432,47.948,55.539,43.001,44.106,0.279852157,1.912452392,1.480536819,-1.949000496,0.317779671
AR65460,krasnoural,RUS63,Russie,gorod,58.35,60.05,E,0,0,1,,39.2,39.7,38.2,35.3,28.961,24.973,0.115288596,-0.427037503,-0.78641695,-1.511028163,-1.834892742
AR03423,slavnakuban,RUS33,Russie,gorod,45.25,38.11666667,O,0,0,1,,39,51.9,54.1,57.8,64.136,63.768,2.631828936,0.462347718,0.663738946,0.803340782,-0.071903282
AR71410,tobolsk,RUS70,Russie,gorod,58.2,68.25,E,0,0,0,,39,49.3,69.181,103.648,101.639,99.698,2.153426232,3.836222308,4.125574142,-0.150449966,-0.240731067
AUA18115,Shostka,UKR20,Ukraine,gorod,51.87,33.48,O,0,0,0,,38.884,64.436,82.036,92.882,86.466,80.683,4.698775754,2.719495607,1.249458264,-0.549094229,-0.861554983
AR25424,nizhnudinsk,RUS17,Russie,gorod,54.9,99.01666667,E,0,0,0,,38.8,39.7,41.4,43.8,39.624,37.056,0.208680536,0.466972413,0.565120179,-0.767797431,-0.834061164
AR92425,leninogorsk,RUS65,Russie,gorod,54.6,52.46666667,O,0,0,1,,38.6,46.6,53.6,62.1,65.592,64.145,1.727000097,1.567136413,1.482856027,0.421715561,-0.278456484
AR25420,zima,RUS17,Russie,gorod,53.91666667,102.05,E,0,0,0,,38.5,41.6,48.1,41.8,34.899,32.522,0.706501538,1.626214685,-1.394050235,-1.378397765,-0.877891234
AR01419,slavgorod,RUS02,Russie,gorod,53,78.65,E,0,0,0,,38.4,32.9,32.1,34.9,34.335,32.39,-1.395487904,-0.273144365,0.839814815,-0.125471888,-0.726293509
AR24409,furmanov,RUS18,Russie,gorod,57.25,41.1,O,0,0,0,,38.2,40.2,44.2,46.2,39.691,36.149,0.465000332,1.05954937,0.443530789,-1.161321961,-1.161639953
AR47408,kandalaksha,RUS41,Russie,gorod,67.16666667,32.41666667,O,0,0,0,,38.2,42.7,45.4,54.1,40.564,35.659,1.017536639,0.683583447,1.768679936,-2.190673165,-1.598085473
AKA13106,Tourkistan,KAZ004,Kazakhstan,gorod,43.33,68.25,E,0,0,0,,38.152,53.965,66.741,78.285,86.356,142.899,3.202553478,2.389021362,1.608159473,0.757647111,6.498146922
AKA13103,Kentau,KAZ004,Kazakhstan,gorod,43.52,68.51,E,0,0,0,,38.108,54.946,62.991,64.228,54.049,57.121,3.382556143,1.529816754,0.19466316,-1.318559604,0.69346143
AUA06105,Korosten',UKR07,Ukraine,gorod,50.95,28.95,O,0,0,0,,38.041,55.767,65.333,72.367,66.589,65.442,3.538604015,1.774617737,1.027776974,-0.637988461,-0.217038388
AR57412,gremjachnsk,RUS52,Russie,gorod,58.56666667,57.85,E,0,0,0,,38,30,21.6,21,13.237,10.75,-2.126062646,-3.584234179,-0.281312343,-3.487774826,-2.567832984
ALE01127,J_rmala,LET00,Lettonie,gorod,56.96,23.75,O,0,0,0,,37.954,53.833,60.947,66.026,55.328,55.858,3.228397268,1.38864187,0.803651781,-1.350562293,0.119241619
AR17430,koljchugino,RUS75,Russie,gorod,56.3,39.38333333,O,0,0,0,,37.9,41.6,43.7,48.006,47.059,45.804,0.850405167,0.548699146,0.944208799,-0.153143151,-0.33731369
AR20221501,liski,RUS78,Russie,gorod,50.98333333,39.51666667,O,0,0,0,,37.6,48.7,52.4,54,55.893,55.864,2.379458637,0.816958612,0.301227333,0.265390787,-0.006487079
AUA20108,Izyoum,UKR22,Ukraine,gorod,49.21,37.26,O,0,0,0,,37.595,51.603,60.516,64.334,55.866,52.821,2.921019211,1.786073801,0.613680047,-1.079767895,-0.698129968
AR08418,sovetgavanj,RUS26,Russie,gorod,48.96666667,140.2833333,E,0,0,0,7A,37.4,28.5,29,34.9,30.48,27.712,-2.440335944,0.193428418,1.869164191,-1.036255782,-1.183011714
AR66236501,roslavlj,RUS61,Russie,gorod,53.95,32.85,O,0,0,0,,37.4,48.5,56,60.5,57.701,54.898,2.390796522,1.610473811,0.775911455,-0.363712808,-0.6205365
AR65468,krasnufimsk,RUS63,Russie,gorod,56.61666667,57.76666667,E,0,0,0,,37.3,38.4,41.2,45.6,43.595,39.762,0.264568757,0.785074528,1.019860084,-0.345289053,-1.143793157
AR19410,velustug,RUS77,Russie,gorod,60.76666667,46.3,O,0,0,0,,37,36.7,37.9,36.2,33.419,31.664,-0.073983142,0.358132624,-0.457868504,-0.612994386,-0.672034327
AR75406,verhufalej,RUS66,Russie,gorod,56.05,60.23333333,E,0,0,1,,36.9,37.9,38.6,40.1,34.36,30.504,0.243382614,0.20355316,0.381968225,-1.181299807,-1.476925792
AR53415,mednogorsk,RUS47,Russie,gorod,51.4,57.58333333,E,0,0,0,,36.8,38,34.9,34.1,31.369,27.29,0.292137844,-0.941091867,-0.231625782,-0.640075351,-1.726175509
AR03432,tuapse,RUS33,Russie,gorod,44.1,39.08333333,O,0,0,0,,36.7,51.4,59.8,63.1,64.238,63.233,3.109749616,1.69608389,0.538596329,0.137588153,-0.196913609
AR41420,gatchina,RUS35,Russie,gorod,59.56666667,30.13333333,O,0,0,0,,36.7,63.3,75.2,79.7,88.42,92.566,5.080372624,1.932501247,0.582875697,0.801879528,0.574440056
AKA10105,Roudnyi,KAZ001,Kazakhstan,gorod,52.96,63.12,E,0,0,1,,36.639,96.041,109.707,124.3,106.475,109.659,9.155756025,1.489179319,1.256678902,-1.183630509,0.369021794
AR41408,volhov,RUS35,Russie,gorod,59.91666667,32.35,O,0,0,0,,36.6,47,49.7,50.3,46.596,47.344,2.299674544,0.622566958,0.120073471,-0.586659903,0.19926571
AR75403,asha,RUS66,Russie,gorod,55,57.25,E,0,0,0,,36.5,37.4,36.1,38.6,33.926,31.916,0.221685759,-0.392315525,0.671840905,-0.987938235,-0.760521174
AR63407,Balakovo,RUS60,Russie,gorod,52,47.8,O,0,0,1,,36.4,103.5,151.6,197.4,200.47,199.573,9.965913884,4.332028219,2.675019665,0.118781895,-0.056040859
ALE01126,Jelgava,LET00,Lettonie,gorod,56.65,23.71,O,0,0,0,,36.359,55.297,67.599,74.704,65.927,64.898,3.885181687,2.257033362,1.004415207,-0.956820516,-0.196447572
AUA13136,Strii,UKR15,Ukraine,gorod,49.25,23.85,O,0,0,0,,36.18,47.983,55.096,66.522,62.262,60.354,2.599954178,1.547748079,1.902425854,-0.507840766,-0.388219334
AES01129,Pärnu,EST00,Estonie,gorod,58.38333333,24.5,O,0,0,0,,36.067,46.316,51.254,53.885,45.04,44.083,2.299765615,1.131983321,0.501839842,-1.369771777,-0.26809951
AR60250501,saljsk,RUS55,Russie,gorod,46.48333333,41.53333333,O,0,0,1,,36,50.2,57,61.1,61.775,61.312,3.068838825,1.421522683,0.697023966,0.084550229,-0.093995416
AR80423,kumertau,RUS07,Russie,gorod,52.76666667,55.78333333,E,0,0,0,,35.923,49,56.644,67.701,68.503,62.854,2.862406403,1.62377298,1.799141842,0.090630191,-1.070021148
AR03406,belorechnsk,RUS33,Russie,gorod,44.76666667,39.88333333,O,0,0,1,,35.9,36,43,51.2,54.028,53.891,0.025290861,1.99385221,1.760715175,0.414417101,-0.031731747
AR46238501,narofominsk,RUS40,Russie,gorod,55.38333333,36.73333333,O,0,0,0,,35.4,48.7,55.9,58.3,70.475,64.64,2.942152585,1.543855641,0.421261956,1.469585642,-1.074493417
AR41451,slancy,RUS35,Russie,gorod,59.11666667,28.08333333,O,0,0,0,,35.3,41.1,42.3,43.1,37.371,33.587,1.39256305,0.32027807,0.187534737,-1.091141806,-1.325584644
AR07407,georgijevsk,RUS62,Russie,gorod,44.15,43.46666667,O,0,0,1,,35.1,44.2,53.6,62.9,70.575,72.126,2.117782984,2.16560814,1.612839028,0.889547089,0.272102221
AGE11101,Gori,GEO00,Géorgie,gorod,41.97,44.11,O,1,0,0,,35.061,48.181,55.984,68.924,49.516,54.2,2.931935063,1.681776197,2.10115497,-2.511827494,1.136219729
AR18420,mihajlovka,RUS76,Russie,gorod,50.06666667,43.23333333,O,0,0,1,,35,49.8,58.2,58.3,60.034,59.153,3.258010804,1.74697723,0.01716886,0.225707992,-0.184626365
AR28450,torzhok,RUS74,Russie,gorod,57.03333333,34.96666667,O,0,0,0,,34.9,45.4,47.2,50,48.967,47.702,2.419955823,0.432954413,0.57795488,-0.160458847,-0.326631347
AR65406,artjomvskij,RUS63,Russie,gorod,57.36666667,61.86666667,E,0,0,1,,34.8,37.7,39.2,41.2,34.98,33.136,0.730314865,0.43445941,0.498855256,-1.251045363,-0.674665903
AR04247501,zaozernyj,RUS34,Russie,gorod,55.96666667,94.7,E,0,0,0,,34.7,27.2,15.8,15.7,12.476,10.683,-2.189517192,-5.857099221,-0.063472125,-1.752567734,-1.920728185
AR93401,Kyzyl,RUS73,Russie,gorod,51.71666667,94.45,E,0,0,0,1B5,34.5,51.7,70.047,91.897,114.568,124.925,3.745706283,3.432124235,2.752211876,1.710621372,1.087685554
AAZ09105,shaki,AZE00,Azerbaidjan,gorod,41.19,47.17,O,1,0,1,,34.348,43.158,49.475,56.223,60.623,63.5,2.097364706,1.529351039,1.286793182,0.581273256,0.581273256
AKA03102,Atbasar,KAZ001,Kazakhstan,gorod,51.8,68.33,E,0,0,0,,34.316,37.228,36.25,39.163,30.08,30.436,0.743197639,-0.295360561,0.77592524,-2.009249681,0.147057352
AR33413,slobodskoj,RUS28,Russie,gorod,58.71666667,50.18333333,O,0,0,0,,34.31,38.039,40.528,43.391,42.777,33.983,0.942367972,0.706720499,0.684924483,-0.109566635,-2.835767625
AR75434,kyshtym,RUS66,Russie,gorod,55.7,60.55,E,0,0,1,,34.3,36.1,39.8,42.9,41.929,38.95,0.466060071,1.090054345,0.752869051,-0.175953591,-0.917006356
AR82435,hasavjurt,RUS13,Russie,gorod,43.25,46.58333333,O,0,0,1,,34.2,54.3,65.1,70.5,121.817,133.929,4.292278736,2.036008689,0.800065158,4.296725999,1.191921062
AR33407,kirovchepec,RUS28,Russie,gorod,58.55,50.03333333,O,0,0,0,,34.119,54.915,74.759,95.268,90.303,80.92,4.421620036,3.487008468,2.453867347,-0.410871221,-1.362010424
AR32440,tajga,RUS25,Russie,gorod,56.06666667,85.61666667,E,0,0,0,,33.9,26.9,25.2,26.2,24.726,25.33,-2.080673761,-0.722734423,0.38991235,-0.444425564,0.302132283
AR75418,kartaly,RUS66,Russie,gorod,53.05,60.65,E,0,0,1,,33.9,42.8,38.9,37.1,29.908,29.136,2.14191747,-1.055983287,-0.472652277,-1.64395985,-0.326359787
AUA05112,Debal'tseve,UKR06,Ukraine,gorod,48.34,38.4,O,0,0,0,,33.847,35.366,33.871,35.511,29.87,26.478,0.399893243,-0.478758233,0.473952786,-1.321819695,-1.495528644
AR68425,rasskazovo,RUS64,Russie,gorod,52.66666667,41.88333333,O,0,0,0,,33.8,40,43.6,49.1,46.516,45.484,1.542859709,0.962128944,1.195103817,-0.415003359,-0.280053662
AR75409,emanzhelnsk,RUS66,Russie,gorod,54.75,61.31666667,E,0,0,1,,33.6,33.4,31,31.2,30.202,30.218,-0.05425952,-0.82511812,0.064329586,-0.249764088,0.006620544
AR97407,kanash,RUS69,Russie,gorod,55.51666667,47.5,O,0,0,0,,33.6,40.7,46.9,54.6,50.593,45.608,1.758020101,1.587915293,1.531775309,-0.584597279,-1.288256107
AR25428,tajshet,RUS17,Russie,gorod,55.93333333,98.01666667,E,0,0,0,,33.5,34.2,38.2,42.4,38.535,35.481,0.1881787,1.236581794,1.048588018,-0.732545578,-1.026811638
AR82405,bujnaksk,RUS13,Russie,gorod,42.81666667,47.11666667,O,0,0,1,,33,37.9,46.6,56.8,61.437,65.735,1.266531154,2.322668171,1.999077023,0.605486734,0.848822852
AR64415,korsakov,RUS58,Russie,gorod,46.63333333,142.7666667,E,0,0,1,,32.9,38.2,42.3,45.1,36.652,33.518,1.367104733,1.139235648,0.643010095,-1.582833639,-1.111098557
AR70408,bogorodick,RUS72,Russie,gorod,53.76666667,38.13333333,O,0,0,0,,32.897,39.588,39.17,38.819,34.018,31.897,1.69737697,-0.117873745,-0.089972802,-1.010399443,-0.801493708
AR03415,krymsk,RUS33,Russie,gorod,44.93333333,38,O,0,0,1,,32.8,41.4,48.2,50.9,56.623,57.37,2.13940367,1.704114262,0.546527065,0.823001571,0.163962466
AR63435,pugachjov,RUS60,Russie,gorod,52.01666667,48.8,O,0,0,1,,32.7,34,39.05,40.9,41.436,41.705,0.355041938,1.550591624,0.463944774,0.100204056,0.080919691
AR63440,rtischevo,RUS60,Russie,gorod,52.25,43.78333333,O,0,0,0,,32.7,37.1,41.1,44.3,44.185,41.295,1.15426437,1.14417565,0.752583335,-0.01999271,-0.841984508
AR46418,dubna,RUS40,Russie,gorod,56.75,37.15,O,0,0,0,,32.617,43.7,54.9,65.8,60.951,70.569,2.694895347,2.567578116,1.827564132,-0.587112608,1.848383633
