AROKATO,nom,IDREG,pays,type,lat,long,SITU,CAP,CAPNAT,GAS,typharris1963,1959,1970,1979,1989,2002,2010,T5970,T7079,T7989,T8902,T0210
AGE12103,Gagra,GEO00,Géorgie,gorod,43.33,40.22,O,0,0,0,,14.023,23.025,24.409,26.636,10.717,11.2,4.611171128,0.650678157,0.876940465,-6.763719376,0.552552378
AR46256501,chehov,RUS40,Russie,gorod,55.15,37.48333333,O,0,0,0,,14,37.6,52.5,59.2,72.917,60.677,9.397006228,3.778631585,1.208325698,1.615997218,-2.270784296
AR46239505,elektrougli,RUS40,Russie,gorod,55.71666667,38.21666667,O,0,0,0,,14,17.2,19.4,20.567,18.505,20.12,1.889002411,1.346357097,0.585857305,-0.809375114,1.051406076
AR57244501,ocher,RUS52,Russie,gorod,57.88333333,54.71666667,E,0,0,1,,14,15.4,14.8,16.4,15.563,14.239,0.870220777,-0.440585768,1.031828554,-0.402150988,-1.105242112
AUA18107,Krolevets,UKR20,Ukraine,gorod,51.55,33.38,O,0,0,0,,13.996,18.307,23.804,25.962,25.006,24.019,2.471054243,2.96042028,0.871579293,-0.288222676,-0.502056684
AAZ04101,Aghcabadi,AZE00,Azerbaidjan,gorod,40.05,47.46,O,0,0,1,,13.985,17.036,20.296,25.162,33.108,39.2,1.810220548,1.964548974,2.172370693,2.133594014,2.133594014
AKA11206,Shieli,KAZ004,Kazakhstan,town,44.17,66.75,E,0,0,0,,13.963,22.169,25.722,28.484,28.299,29.632,4.29213993,1.665401745,1.025178001,-0.050003947,0.576838233
AUA10126,Yagotin,UKR12,Ukraine,gorod,50.28,31.77,O,0,0,0,,13.95,18.439,22.417,25.278,23.414,20.656,2.568695587,2.194301792,1.208391285,-0.587424258,-1.554519261
AUA12109,Zimogirya,UKR14,Ukraine,gorod,48.59,38.94,O,0,0,0,,13.938,14.943,13.328,12.71,11.18,10.192,0.634953151,-1.26280197,-0.473654704,-0.981843044,-1.149784475
AR01225501,gornjak,RUS02,Russie,gorod,51,81.46666667,E,0,0,0,,13.9,16.6,16,15.8,15.779,13.924,1.626853791,-0.4082087,-0.125708742,-0.01023023,-1.551168162
AR14450,shebekino,RUS08,Russie,gorod,50.41666667,36.9,O,0,0,0,,13.9,26,39.5,44.6,45.119,44.277,5.857956085,4.756364088,1.221734816,0.08903642,-0.235199084
AR26405,malgobek,RUS167,Russie,gorod,43.51666667,44.58333333,O,0,0,1,,13.9,20.5,20.6,20.4,41.876,31.076,3.595267131,0.054083394,-0.097514173,5.688022267,-3.659811837
AR41448,priozersk,RUS35,Russie,gorod,61.03333333,30.11666667,O,0,0,0,,13.9,16.7,19.1,20.6,20.506,18.929,1.682357427,1.503181547,0.75889251,-0.035174963,-0.995293698
AR56251501,nizhnlomov,RUS51,Russie,gorod,53.53333333,43.68333333,O,0,0,0,,13.9,17.5,22.7,26.6,24.249,22.725,2.115818462,2.932898179,1.598098063,-0.70928673,-0.808089006
AR75209505,sim,RUS66,Russie,gorod,54.98333333,57.68333333,E,0,0,0,,13.9,18.9,21.3,20.2,16.377,14.465,2.832772672,1.337140272,-0.528841367,-1.600928951,-1.539845907
AKA05105,Kaskelen,KAZ005,Kazakhstan,gorod,43.2,76.62,E,0,0,0,,13.897,23.851,26.85,30.87,35.943,58.418,5.033045356,1.32469374,1.404968376,1.177193813,6.259307987
AR18210551,Elan,RUS76,Russie,town,50.95,43.73,O,0,0,1,,13.873,15.255,15.252,14.935,15.147,14.835,0.867035467,-0.002185267,-0.209811491,0.108482191,-0.259827348
AUA08108,Kamyanka-Dniprovsk,UKR09,Ukraine,gorod,47.49,34.41,O,0,0,0,,13.841,16.16,17.935,17.906,15.385,13.723,1.41817891,1.164675224,-0.016181278,-1.160518826,-1.418750673
ALE01114,C_sis,LET00,Lettonie,gorod,57.3,25.25,O,0,0,0,,13.839,17.696,20.958,22.013,18.559,18.237,2.260144017,1.897577317,0.492335537,-1.304329245,-0.218540217
AR01214501,zmeinogorsk,RUS02,Russie,gorod,51.16666667,82.18333333,E,0,0,0,,13.8,11.4,10.6,12.2,11.625,10.955,-1.721869224,-0.805178204,1.415747618,-0.37068051,-0.739278524
AR81221501,zakamensk,RUS10,Russie,gorod,50.38333333,103.2833333,E,0,0,0,,13.8,12.7,13.2,15.6,12.709,11.53,-0.752306796,0.429975488,1.684572406,-1.564255729,-1.209600667
AR50248551,Souzoun,RUS44,Russie,town,53.78,82.31,E,0,0,0,,13.778,13.024,13.866,15.47,15.565,15.364,-0.510323475,0.698494744,1.10064162,0.04710447,-0.162339255
AR11222551,Konosha,RUS05,Russie,town,60.97,40.26,O,0,0,0,,13.769,13.312,15.327,17.143,12.873,12.432,-0.306382455,1.578439974,1.126032027,-2.179421588,-0.434780843
AR87208501,emva,RUS29,Russie,gorod,62.58333333,50.85,O,0,0,0,,13.7,13.5,15.9,18.8,16.739,14.574,-0.133602921,1.834732852,1.689490763,-0.88921934,-1.716377089
AR22243501,pervomajsk,RUS42,Russie,gorod,54.86666667,43.8,O,0,0,0,,13.7,15.1,16.4,16.4,15.094,14.567,0.88845913,0.92185191,0,-0.63630557,-0.443247463
AR07222501,ipatovo,RUS62,Russie,gorod,45.71666667,42.9,O,0,0,1,,13.7,18.5,22,26.4,28.594,26.055,2.768305683,1.943893627,1.839937615,0.615988651,-1.155611139
AR28430,konakovo,RUS74,Russie,gorod,56.7,36.76666667,O,0,0,0,,13.7,29.5,36.8,42.5,42.335,41.303,7.221517602,2.487177694,1.450481157,-0.029917899,-0.308012547
ABE02113,Kobryn,BEL00,Belarus,gorod,52.22,24.37,O,0,0,0,,13.686,24.934,31.811,44.829,50.76,51.265,5.604693384,2.743399113,3.489949006,0.960374012,0.12380428
AR41218554000,Vyritsa,RUS35,Russie,town,59.41,30.35,O,0,0,0,,13.669,14.554,13.637,12.656,11.163,11.886,0.571951018,-0.720493941,-0.743772975,-0.960942943,0.787541156
AUA05201,Severne,UKR06,Ukraine,town,48.09,38.69,O,0,0,0,,13.664,14.376,12.633,12.76,10.991,10.2,0.462845221,-1.425823159,0.100078446,-1.141651797,-0.928897971
AUA14109,Snigourivka,UKR16,Ukraine,gorod,47.07,32.82,O,0,0,0,,13.64,15.345,17.573,17.506,15.305,13.642,1.076507965,1.517780215,-0.038192244,-1.028072707,-1.427823596
AR63418,krasnoarmsk,RUS60,Russie,gorod,51.01666667,45.7,O,0,0,1,,13.6,17.5,17.6,24.1,25.411,24.362,2.318571289,0.063331392,3.193047319,0.408295191,-0.525584072
AR61217501,mihajlov,RUS56,Russie,gorod,54.23333333,39.03333333,O,0,0,0,,13.529,14.2,14.2,15.3,13.295,11.783,,0,0.748898964,-1.074682073,-1.497797361
AR41225504,Otradnoe,RUS35,Russie,gorod,59.78,30.82,O,0,0,0,,13.5,18.6,20,22.4,21.57,23.874,2.956234962,0.809600716,1.139732876,-0.29002092,1.276662385
AR28234501,kuvshinovo,RUS74,Russie,gorod,57.03333333,34.16666667,O,0,0,0,,13.5,13,13.5,12.4,11.276,10.008,-0.342505996,0.420217425,-0.846330416,-0.728257562,-1.480084951
AR76228501,nerchinsk,RUS80,Russie,gorod,51.98333333,116.5833333,E,0,0,0,,13.5,13.4,16.9,17,15.748,14.976,-0.067567876,2.611961511,0.059014628,-0.586733273,-0.626335954
AUA20102,Barvinkove,UKR22,Ukraine,gorod,48.9,37.02,O,0,0,0,,13.476,15.318,15.241,14.889,12.833,10.395,1.17152083,-0.055978133,-0.233392013,-1.136617584,-2.599263688
ALI08105,Telsiai,LIT00,Lithuanie,gorod,55.98,22.25,O,1,0,0,,13.46,20.22,26.918,33.553,31.227,29.764,3.768829363,3.230218983,2.22776285,-0.551071891,-0.598069433
AUA05121,Zougres,UKR06,Ukraine,gorod,48.02,38.27,O,0,0,0,,13.433,16.485,19.687,23.339,19.674,18.69,1.878670059,1.991885625,1.71623354,-1.305604921,-0.639083963
AUA20204,Nova Vodolaga,UKR22,Ukraine,town,49.72,35.87,O,0,0,0,,13.43,12.215,13.979,14.979,13.498,12.129,-0.858352266,1.51008268,0.693322596,-0.797361529,-1.328317349
AAZ04115,shirvan,AZE00,Azerbaidjan,gorod,39.93,48.92,O,0,0,1,,13.427,33.828,41.583,58.253,67.497,73.9,8.763099559,2.3198616,3.42850513,1.139381274,1.139381274
AR94220501,kambarka,RUS49,Russie,gorod,56.26666667,54.2,E,0,0,1,,13.4,14.1,13,13.3,12.636,11.028,0.463982996,-0.898444537,0.22840723,-0.393180033,-1.687012718
AKA11204,Zhosaly,KAZ004,Kazakhstan,town->village,45.49,64.08,E,0,0,0,,13.393,20.658,23.518,19.509,18.939,18.983,4.018368272,1.451132969,-1.851546196,-0.227942243,0.029182505
AR11525,mirnyja,RUS05,Russie,gorod,62.76666667,40.33333333,O,0,0,0,,13.316,13.33,13.267,14.027,41.802,41.289,0.009553315,-0.052623763,0.558597317,8.762555911,-0.154231748
AR92408,bavly,RUS65,Russie,gorod,54.4,53.25,O,0,0,1,,13.3,14.7,16.1,20,22.939,22.109,0.914001337,1.01592335,2.192826668,1.060244603,-0.459612451
AR20208501,buturlinvka,RUS78,Russie,gorod,50.83333333,40.6,O,0,0,0,,13.3,21.6,23.6,29.3,28.627,27.208,4.507063868,0.98878311,2.186979386,-0.178587939,-0.633476036
AUA02118,Khmel'nik,UKR03,Ukraine,gorod,49.55,27.97,O,0,0,0,,13.288,18.49,23.793,29.702,27.852,28.076,3.048907097,2.841412422,2.24301528,-0.493340512,0.099971491
AR57405558,Yaiva,RUS52,Russie,town,59.33,57.27,E,0,0,0,,13.28,11.767,11.278,11.877,10.885,10.321,-1.093613727,-0.470501636,0.518839649,-0.668662606,-0.662856352
AKA05201,Saryezek,KAZ005,Kazakhstan,town,44.36,77.98,E,0,0,0,,13.266,13.286,13.74,14.587,12.027,12.912,0.013696194,0.37403597,0.599987098,-1.473721979,0.891903709
AUA11112,Svitlovodsk,UKR13,Ukraine,gorod,49.08,33.25,O,0,0,0,,13.254,34.269,47.166,55.591,50.001,47.64,9.019692164,3.612983552,1.657059662,-0.811917097,-0.60278257
ABE06103,Bykhau,BEL00,Belarus,gorod,53.52,30.25,O,0,0,0,,13.227,17.371,18.048,20.049,17.732,16.968,2.508603052,0.425711657,1.056991116,-0.94028305,-0.549010427
AR11111,Narian-Mar,RUS05,Russie,gorod,67.63333333,53,O,0,0,1,,13.2,16.9,23.4,20.2,18.611,21.296,2.271754552,3.681969719,-1.459774631,-0.628247457,1.698849797
AR33222501,luza,RUS28,Russie,gorod,60.61666667,47.28333333,O,0,0,0,,13.2,14,14,13.7,12.311,11.262,0.536346854,0,-0.216380527,-0.818956294,-1.107063259
AR63221501,kalininsk,RUS60,Russie,gorod,51.5,44.45,O,0,0,1,,13.2,16.3,18.6,19.3,18.855,16.442,1.936217819,1.477435229,0.370118405,-0.1792773,-1.697171663
AUA01102,Aloushka,UKR01,Ukraine,gorod,44.67,34.4,O,0,0,0,,13.193,22.016,28.547,36.413,31.09,29.191,4.765361046,2.928533304,2.463597195,-1.208316993,-0.784747996
AMO01112,Ceadir-Lunga,MOL00,Moldavie,gorod,46.05,28.83,O,0,0,0,,13.193,20.474,21.706,23.161,19.865,19.4,4.076057072,0.651131976,0.651131976,-1.174022065,-0.295449032
AAZ01214,Lökbatan,AZE00,Azerbaidjan,town,40.33,49.73,O,0,0,1,,13.159,15.518,16.743,23.365,30.112,35.2,1.510334775,0.847791569,3.388741954,1.970626934,1.970626934
AUA25106,Itchnya,UKR27,Ukraine,gorod,50.87,32.4,O,0,0,0,,13.131,13.509,13.765,13.632,12.669,11.843,0.258335687,0.208806683,-0.097044566,-0.562261737,-0.838746542
AUA11102,Gaivoron,UKR13,Ukraine,gorod,48.35,29.85,O,0,0,0,,13.119,14.371,15.544,16.52,16.045,15.454,0.832085712,0.875616007,0.610828556,-0.224265351,-0.467860385
AR29208501,kondrovo,RUS22,Russie,gorod,54.8,35.93333333,O,0,0,0,,13.1,15.7,15.1,17.2,17.177,16.672,1.659514767,-0.432019306,1.310661245,-0.010292579,-0.372312867
AR63422,marks,RUS60,Russie,gorod,51.7,46.75,O,0,0,1,,13.1,17.1,25.7,31.9,32.849,31.535,2.451999263,4.630829437,2.184672172,0.225756704,-0.508991015
AR75219554,Krasnoforskii,RUS66,Russie,town,54.6,61.23,E,0,0,1,,13.073,14.385,14.395,15.393,13.702,13.62,0.873217424,0.00772171,0.672571034,-0.8911673,-0.075003194
AAZ06104,shamaxi,AZE00,Azerbaidjan,gorod,40.63,48.64,O,0,0,1,,13.066,17.986,21.171,24.681,31.339,36.3,2.947889722,1.828048406,1.545840351,1.85404466,1.85404466
AUA25102,Bakhmatch,UKR27,Ukraine,gorod,51.18,32.78,O,0,0,0,,13.066,16.27,20.617,22.824,20.137,18.853,2.013729981,2.665951221,1.022155034,-0.958838477,-0.820243996
AUA11101,Bobrinets,UKR13,Ukraine,gorod,48.05,32.17,O,0,0,0,,13.056,11.908,12.842,12.869,12.181,10.988,-0.833212609,0.842536261,0.021004897,-0.421484494,-1.280589381
AAZ04103,Barda,AZE00,Azerbaidjan,gorod,40.37,47.13,O,0,0,1,,13.033,20.788,24.122,30.908,35.181,38.1,4.335831861,1.666493522,2.509888006,1.001165278,1.001165278
AR65203551000,Arti,RUS63,Russie,town,56.42,58.53,E,0,0,1,,13.016,13.744,13.53,15.803,13.79,12.882,0.495980434,-0.174213883,1.565023736,-1.042650196,-0.847794576
AR37226501,petuhovo,RUS31,Russie,gorod,55.06666667,67.88333333,E,0,0,0,,13,12.1,11.8,14.6,12.661,11.291,-0.650094996,-0.278565962,2.152049604,-1.090130889,-1.421308353
AR76209554,Sherlovaya Gora,RUS80,Russie,town,50.57,116.25,E,0,0,0,,12.986,14.628,15.375,17.509,14.623,12.487,1.08829427,0.554926415,1.308205309,-1.375979524,-1.954491344
AR102315519,Magdatchi,RUS04,Russie,town,53.45,125.8,E,0,0,0,,12.977,15.059,14.438,15.578,12.208,10.897,1.361892769,-0.466820318,0.762855456,-1.857668534,-1.410014263
AUA05143,Selidove,UKR06,Ukraine,gorod,48.13,37.3,O,0,0,0,,12.949,22.315,21.853,29.831,26.484,24.481,5.072080762,-0.232184325,3.161031183,-0.911200181,-0.97833046
AUA23111,Talne,UKR25,Ukraine,gorod,48.89,30.7,O,0,0,0,,12.948,14.187,15.679,17.169,16.261,14.526,0.834230619,1.117264015,0.91196524,-0.417329282,-1.400093188
AUA08111,Orikhiv,UKR09,Ukraine,gorod,47.57,35.79,O,0,0,0,,12.945,16.804,19.366,21.253,17.793,15.654,2.400237823,1.589184189,0.934127093,-1.357668873,-1.588074421
AUA05204,Novgorodske,UKR06,Ukraine,town,48.33,37.83,O,0,0,0,,12.913,13.223,13.064,13.195,11.82,11.019,0.215898013,-0.134325058,0.099825936,-0.843239492,-0.872806006
AKA05206,Balpyk,KAZ005,Kazakhstan,town,44.89,78.21,E,0,0,0,,12.908,15.114,15.555,16.692,12.066,12.654,1.444646434,0.320074077,0.707968656,-2.465774464,0.596933435
AR80417,blagovsk1,RUS07,Russie,gorod,55.03333333,55.98333333,E,0,0,1,,12.9,14.8,21.1,27.7,32.989,34.246,1.25692343,4.019177534,2.758967372,1.353241923,0.468539191
AR14244501,novyjoskol,RUS08,Russie,gorod,50.76666667,37.86666667,O,0,0,0,,12.9,15.9,17.9,20.1,20.892,19.53,1.919015399,1.325165778,1.165935677,0.297723052,-0.839141458
AUA09107,Kaloush,UKR10,Ukraine,gorod,49.02,24.37,O,0,0,0,,12.873,40.728,60.153,67.531,67.715,67.29,11.03858984,4.428308936,1.163672954,0.020960354,-0.078714941
AR76254558000,Pervomaiskii,RUS80,Russie,town,51.67,115.63,E,0,0,0,,12.866,14.31,15.75,16.299,13.098,12.154,0.971694413,1.071048111,0.343221571,-1.667813917,-0.930657489
AR83248501,tyrnyauz,RUS19,Russie,gorod,43.4,42.91666667,O,0,0,0,,12.8,18.3,21.1,30.8,21.092,21,3.302975059,1.594489345,3.854860358,-2.87046463,-0.054627373
AR50219501,kargat,RUS44,Russie,gorod,55.2,80.28333333,E,0,0,0,,12.8,12.9,12.6,12.6,11.184,10.042,0.070771763,-0.261108488,0,-0.912828412,-1.337325864
AR57435,chajkovskij,RUS52,Russie,gorod,56.76666667,54.11666667,E,0,0,1,,12.8,48,70.3,85.8,86.714,82.933,12.7676839,4.330833362,2.012454294,0.081543541,-0.55572876
AR63230501,novouzensk,RUS60,Russie,gorod,50.45,48.15,O,0,0,0,,12.8,13.4,14.5,16.6,16.881,17.015,0.417318687,0.880452744,1.361728666,0.129206737,0.098881091
AUA10118,Skvira,UKR12,Ukraine,gorod,49.73,29.67,O,0,0,0,,12.781,15.972,19.252,19.273,18.049,17.054,2.046824997,2.096992741,0.010902607,-0.503314881,-0.706544919
AKA06102,Koulsary,KAZ006,Kazakhstan,gorod,46.98,54.02,E,0,0,1,,12.749,16.427,19.731,32.652,41.484,51.097,2.331058611,2.05714773,5.166172735,1.858703448,2.639308681
AR29236501,suhinichi,RUS22,Russie,gorod,54.1,35.35,O,0,0,0,,12.7,16.5,16.4,17.8,16.387,16.295,2.408160624,-0.06752215,0.822535613,-0.634212022,-0.070350558
AR38234501,ryljsk,RUS32,Russie,gorod,51.56666667,34.68333333,O,0,0,0,,12.7,16.4,18.3,19.5,17.603,15.667,2.351581357,1.225444735,0.637155311,-0.784179326,-1.445855067
AR42209501,dankov,RUS36,Russie,gorod,53.25,39.15,O,0,0,0,,12.7,20,23.2,24.7,23.249,21.056,4.214862854,1.662784063,0.628476326,-0.464618243,-1.230819746
AR46230501,luhovicy,RUS40,Russie,gorod,54.98333333,39.03333333,O,0,0,0,,12.7,18.1,27.7,32.5,32.403,29.849,3.273435157,4.841557966,1.610914302,-0.022990266,-1.020997973
AR57240501,osa,RUS52,Russie,gorod,57.28333333,55.45,E,0,0,1,,12.7,15,20,24.1,23.452,21.191,1.524671837,3.248103198,1.882291569,-0.209442373,-1.25924452
AR92437,nurlat,RUS65,Russie,gorod,54.43333333,50.8,O,0,0,1,,12.7,17.5,18.6,23.5,32.527,32.6,2.957423572,0.679640252,2.365943065,2.532064876,0.02802611
ABE05109,Navagroudak,BEL00,Belarus,gorod,53.6,25.83,O,0,0,0,,12.624,19.374,22.423,29.506,30.499,29.298,3.970736175,1.637204991,2.783088163,0.254945435,-0.500940454
ALI06108,Radviliskis,LIT00,Lithuanie,gorod,55.82,23.53,O,0,0,0,,12.613,16.841,19.505,21.31,20.224,19.185,2.662914454,1.645101341,0.888984233,-0.401537852,-0.657115479
AR88415,kozjmodemsk,RUS38,Russie,gorod,56.33333333,46.56666667,O,0,0,0,,12.6,15.3,18.8,24.7,22.771,21.262,1.780723821,2.315330903,2.767054832,-0.623551239,-0.853416979
AGE02102,Kobouleti,GEO00,Géorgie,gorod,41.82,41.78,O,0,0,0,,12.598,18.051,18.283,20.932,18.556,19.3,3.323704643,0.141996068,1.362269698,-0.922532939,0.492608207
AAZ01218,Pirallahi,AZE00,Azerbaidjan,town,40.4,50.33,O,0,0,0,,12.593,12.489,11.566,13.724,14.916,15.7,-0.075361109,-0.849465888,1.725481021,0.642601535,0.642601535
AMO01103,Basarabeasca,MOL00,Moldavie,gorod,46.33,28.97,O,0,0,0,,12.548,13.237,13.829,14.517,11.587,11.2,0.487045852,0.487045852,0.487045852,-1.719191245,-0.423703304
AUA05120,Zhdanivka,UKR06,Ukraine,gorod,48.16,38.26,O,0,0,0,,12.512,12.109,12.833,14.433,13.556,12.583,-0.297186669,0.647319453,1.181902651,-0.481132393,-0.926585393
AUA16102,Globine,UKR18,Ukraine,gorod,49.38,33.28,O,0,0,0,,12.504,13.103,13.069,13.717,12.73,10.708,0.426293498,-0.0288647,0.485102088,-0.572862005,-2.138779469
AR70250501,jasnogorsk,RUS72,Russie,gorod,54.48333333,37.7,O,0,0,0,,12.5,18.5,21,21.3,18.588,16.804,3.628291424,1.418316287,0.141946999,-1.042153565,-1.253320416
AUA02117,Toul'tchin,UKR03,Ukraine,gorod,48.668,28.87,O,0,0,0,,12.492,14.271,15.901,16.043,16.028,15.64,1.217727995,1.208943736,0.088945704,-0.007128367,-0.30595801
AR46223554,Nakhabino,RUS40,Russie,town,55.84,38.07,O,0,0,0,,12.461,15.695,16.216,18.958,28.217,36.451,2.119776758,0.363505962,1.5745433,3.106495201,3.252321769
AMO02104,Dubasari,MOL00,Moldavie,gorod,47.26,29.16,O,0,0,0,,12.435,17.289,24.409,35.806,24.995,25.501,3.041288419,3.906176687,3.906176687,-2.727139089,0.250992425
AKA05102,Zharkent,KAZ005,Kazakhstan,gorod,44.16,80,E,0,0,0,,12.434,19.173,23.997,31.106,32.707,33.35,4.015511705,2.524970559,2.628674926,0.38680451,0.243664641
AGE10101,Bolnisi,GEO00,Géorgie,gorod,41.45,44.54,O,0,0,,,12.42,11.504,12.442,15.047,12.809,11.6,-0.694064492,0.874726289,1.919192097,,
AR98203501,aldan,RUS15,Russie,gorod,58.6,125.3833333,E,0,0,0,,12.4,17.7,20.2,27.1,24.715,21.277,3.288065553,1.478805093,2.982111495,-0.706136451,-1.85487729
AR83220501,majskij,RUS19,Russie,gorod,43.63333333,44.06666667,O,0,0,1,,12.4,18.6,21.8,24.5,27.037,26.755,3.754823579,1.779519063,1.174474903,0.760827237,-0.130975733
AGE10105,Marneouli,GEO00,Géorgie,gorod,41.46,44.81,O,0,0,0,,12.4,15.829,19.568,27.557,20.065,23.1,2.244334854,2.384108056,3.482890181,-2.411070063,1.776286783
AR70238501,plavsk,RUS72,Russie,gorod,53.7,37.3,O,0,0,0,,12.4,13,14.5,16.6,16.75,16.248,0.430495662,1.22071612,1.361728666,0.069220584,-0.37963299
AUA04101,Apostolove,UKR05,Ukraine,gorod,47.67,33.73,O,0,0,0,,12.397,17.351,17.319,18.093,16.269,14.584,3.103509006,-0.020508751,0.438166739,-0.814023751,-1.357500884
AUA16114,Khorol,UKR18,Ukraine,gorod,49.78,33.28,O,0,0,0,,12.357,11.379,13.035,16.492,14.713,13.785,-0.746771815,1.52110273,2.38026022,-0.873955372,-0.811449723
ALI01101,Alytus,LIT00,Lithuanie,gorod,54.4,24.05,O,1,0,0,,12.35,28.074,55.255,73.072,71.079,66.841,7.751066192,7.813747779,2.834286968,-0.212442095,-0.7655762
AKA05107,Sarkant,KAZ005,Kazakhstan,gorod,45.41,79.92,E,0,0,0,,12.347,18.296,19.751,20.913,14.797,14.305,3.639853692,0.853865549,0.573305665,-2.625821908,-0.422147148
AKA09105,Karazhal,KAZ001,Kazakhstan,gorod,0,0,E,0,0,,,12.339,17.702,15.189,16.135,11.417,10.027,3.33544322,-1.686791048,0.606022369,-2.625597141,-1.609664015
AKA09201,Atasou,KAZ001,Kazakhstan,town,48.68,71.64,E,0,0,0,,12.31,12.824,15.568,16.007,14.088,14.265,0.372569367,2.177810067,0.278473029,-0.977449273,0.156076108
AR37216501,kurtamysh,RUS31,Russie,gorod,54.9,64.43333333,E,0,0,1,,12.3,16.3,17.2,19.2,18.154,17.098,2.592730872,0.598945169,1.106081296,-0.42999101,-0.746318912
AR07258501,mihajlovsk,RUS62,Russie,gorod,45.13333333,42.03333333,O,0,0,1,,12.3,21.5,32.3,43,58.153,71.018,5.207932525,4.62619982,2.902658116,2.349304913,2.529665191
AUA10122,Ouzin,UKR12,Ukraine,gorod,49.98,30.38,O,0,0,0,,12.255,15.577,10.312,16.469,13.095,12.258,2.204506569,-4.479749256,4.793038381,-1.748035362,-0.822186806
AUA13143,Tchervonograd,UKR15,Ukraine,gorod,50.38,24.23,O,0,0,0,,12.241,44.008,54.921,72.047,70.312,68.464,12.3361463,2.491923775,2.751399679,-0.187384452,-0.332294095
AAZ04107,Haciqabul,AZE00,Azerbaidjan,gorod,40.04,48.94,O,0,0,1,,12.238,14.868,19.066,21.504,23.897,25.5,1.785437052,2.801814874,1.210592264,0.814919145,0.814919145
AUA11108,Novomirgorod,UKR13,Ukraine,gorod,48.78,31.65,O,0,0,0,,12.189,12.684,14.08,16.349,13.104,11.746,0.362541516,1.166911394,1.505331506,-1.687521374,-1.358242537
AR15425,seljco,RUS11,Russie,gorod,53.36666667,34.1,O,0,0,0,,12.1,17.6,20.2,20.8,19.14,17.933,3.464982989,1.542708791,0.293132619,-0.637746942,-0.810916626
AR29216501,kozeljsk,RUS22,Russie,gorod,54.03333333,35.78333333,O,0,0,0,,12.1,13,19.8,19.7,19.907,18.203,0.654348886,4.785798317,-0.050620203,0.080438434,-1.112330011
AR47417,olenegorsk,RUS41,Russie,gorod,68.13333333,33.26666667,O,0,0,0,,12.1,21.5,27.4,35.6,25.166,23.079,5.364845681,2.730959584,2.652597588,-2.632811389,-1.076300537
AR57257501,chernushka,RUS52,Russie,gorod,56.5,56.08333333,E,0,0,1,,12.1,21.1,28.1,34.8,35.713,33.275,5.185113631,3.234503604,2.161507413,0.199409182,-0.879960532
AR20233501,pavlovskv,RUS78,Russie,gorod,50.45,40.11666667,O,0,0,0,,12.1,14.8,21,25.9,26.365,25.126,1.847974174,3.964286046,2.119351204,0.136973756,-0.599871125
AR41218569000,Siverskii,RUS35,Russie,town,59.35,30.07,O,0,0,0,,12.067,11.802,13.722,11.885,12.137,12.222,-0.20166407,1.688896345,-1.426953946,0.161526755,0.087275167
AUA10101,Berezan,UKR12,Ukraine,gorod,50.32,31.47,O,0,0,0,,12.05,11.934,12.584,14.885,17.251,16.611,-0.087899444,0.591014044,1.693457423,1.141253083,-0.471529259
ALI07107,Taurag_,LIT00,Lithuanie,gorod,55.25,22.29,O,1,0,1,,12.041,19.461,25.838,29.996,28.968,27.5,4.461144914,3.199378624,1.503366181,-0.26795574,-0.647855245
AR19205501,babajevo,RUS77,Russie,gorod,59.38333333,35.95,O,0,0,0,,12,12.3,12.9,14.2,12.604,12.074,0.224730437,0.530603284,0.964770727,-0.912943598,-0.535558787
AUA16201,Kotelva,UKR18,Ukraine,town,50.07,34.75,O,0,0,0,,11.984,11.945,12.029,12.943,12.649,12.472,-0.029628755,0.077892768,0.735035224,-0.176293418,-0.176476596
AR08212551,Vanino,RUS26,Russie,town,49.09,140.25,E,0,0,0,,11.957,15.401,19.178,21.51,19.18,16.993,2.327728962,2.466952872,1.154151062,-0.878044581,-1.50193886
AUA05144,Siversk,UKR06,Ukraine,gorod,48.86,38.1,O,0,0,0,,11.948,14.168,14.544,14.019,14.252,12.608,1.561354642,0.291453201,-0.366974846,0.127046909,-1.52066476
AUA23101,Batoutine,UKR25,Ukraine,gorod,49.02,31.06,O,0,0,0,,11.946,15.287,18.612,20.362,19.889,18.034,2.267194332,2.210791912,0.902688728,-0.180543012,-1.216536493
AR38226501,obojanj,RUS32,Russie,gorod,51.21666667,36.25,O,0,0,0,,11.9,13.4,14.4,15.4,14.618,13.562,1.085083946,0.802911737,0.673651924,-0.400073437,-0.932894805
AR42248501,usmanj,RUS36,Russie,gorod,52.05,39.73333333,O,0,0,0,,11.9,20.2,20.1,20.9,20.133,18.752,4.927979423,-0.055126903,0.391056076,-0.287193724,-0.884314812
AR46220504,ozherelje,RUS40,Russie,gorod,54.8,38.26666667,O,0,0,0,,11.9,12.9,14.45,16.2,11.113,10.444,0.736232519,1.268726493,1.149727416,-2.857573787,-0.773095418
AR96237501,shali,RUS167,Russie,gorod,43.15,45.9,O,0,0,1,,11.9,18.6,21.9,25,40.356,47.715,4.143764269,1.831288999,1.33269413,3.752255446,2.115895883
AR05210551,Kavalerovo,RUS53,Russie,town,44.27,135.05,E,0,0,0,,11.875,16.415,20.083,19.336,17.358,15.393,2.987016979,2.266164216,-0.378332937,-0.826680571,-1.490537785
