1849932,Mishawaka,-86.171253,41.667498,,,,,,,,,,,,5560,,,,,,,,,,,,
1851732,Mount Vernon,-87.89878,37.936766,,,,,,,,,,,,5132,5563,5284,5035,5638,5638,6150,5970,6770,,,,
1851876,Muncie,-85.388194,40.193243,,,,,,,,,,5219,11345,20942,24005,36524,46548,49720,74963,90252,110938,129219,128587,119659,118769,117671
1852326,New Albany,-85.821442,38.301935,,,,,,4226,8181,12647,15396,16423,21059,20628,20629,,,,,,,,,,,
1852740,New Castle,-85.365045,39.923733,,,,,,,,,,,,,9446,14458,14027,16620,40208,45505,48899,52603,53336,48139,48508,49462
1854180,Noblesville,-86.021462,40.049935,,,,,,,,,,,,,5073,4758,4811,5575,5575,6567,7664,,,,,
1855116,North Vernon,-85.627758,39.004991,,,,,,,,,,,,,,,,,,,,,,,27554,28525
1859328,Peru,-86.067791,40.75769,,,,,,,,,,5280,7028,8463,10910,12410,12730,12432,27926,28201,38000,39246,39820,36897,36082,36903
1860822,Plymouth,-86.312544,41.343894,,,,,,,,,,,,,,,5290,5713,5713,6704,7558,7661,7693,8303,45128,47051
1861236,Portland,-84.979914,40.433884,,,,,,,,,,,,,5130,5958,5276,6362,,,,,,,,
1862046,Princeton,-87.570541,38.353617,,,,,,,,,,,,6041,6448,7132,7505,7786,7786,7673,7906,7431,,,,
1864260,Richmond,-84.890668,39.830189,,,,,,,,6603,9445,12742,16008,18226,22324,26765,32493,35147,59229,68566,74039,79109,76058,71951,71097,68917
1866438,Rushville,-85.448657,39.614482,,,,,,,,,,,,,,5498,5709,5960,,,,,,,,
1868526,Scottsburg,-85.776682,38.685166,,,,,,,,,,,,,,,,,,,,,,,22960,
1868832,Seymour,-85.890068,38.95635,,,,,,,,,,4250,5337,6445,6305,7348,7508,8620,8620,9629,30556,33187,36523,37730,41335,42376
1869318,Shelbyville,-85.776347,39.521832,,,,,,,,,,,5451,7169,9500,9701,10618,10791,10791,11734,14317,,,,,
1871000,South Bend,-86.255157,41.672597,,,,,,,,3832,7206,13280,21819,35999,65570,86178,132823,129566,161823,205058,238614,245045,241617,247052,316663,319224
1874006,Sullivan,-87.406447,39.096888,,,,,,,,,,,,,,,5306,5077,5077,5423,4979,,,,,
1875248,Tell City,-86.761372,37.953036,,,,,,,,,,,,,,,,5395,,,,,,,,
1875428,Terre Haute,-87.389762,39.469586,,,,,,,4051,8594,16103,26042,30217,36673,58157,66083,62810,62693,99709,105160,108458,175143,176583,166578,170943,172425
1875986,Tipton,-86.040342,40.284944,,,,,,,,,,,,,,,,5101,,,,,,,,
1877768,Union City,-84.815094,40.201173,,,,,,,,,,,,,,,,3535,,,,,,,,
1878326,Valparaiso,-87.056919,41.476151,,,,,,,,,,4461,5090,6280,6987,6518,8079,8736,8736,12028,,,,,,
1879208,Vincennes,-87.516067,38.678329,,,,,,,,3960,5440,7680,8853,10249,14895,17160,17564,18228,43973,43415,41561,41546,41838,39884,39256,38440
1879370,Wabash,-85.827163,40.800799,,,,,,,,,,,5105,8618,8687,9872,8840,9653,9653,29047,32605,35553,36640,35069,34960,32888
1880306,Warsaw,-85.847002,41.240564,,,,,,,,,,,,,,5478,5730,6378,6378,6625,7234,7506,59555,65294,74057,77358
1880504,Washington,-87.175111,38.658207,,,,,,,,3183,2901,4323,6064,8551,7854,8743,9070,9312,9312,26762,26636,26602,27836,27533,29820,31648
1884752,Winchester,-84.977435,40.173165,,,,,,,,,,,,,,,,5303,,,,,,,,
1900910,Albia,-92.805262,41.0266,,,,,,,,,,,,,,5067,4425,5157,,,,,,,,
1901855,Ames,-93.631586,42.027335,,,,,,,,,,,,,,6270,10261,12555,12555,22898,27003,39505,45775,47362,79981,89542
1901990,Anamosa,-91.281476,42.108954,,,,,,,,,,,,,,,,4069,,,,,,,,
1903520,Atlantic,-95.010867,41.401404,,,,,,,,,,,,5046,4560,5329,5585,5802,,,,,,,,
1905590,Belle Plaine,-92.277496,41.896639,,,,,,,,,,,,,,,,3202,,,,,,,,
1907480,Boone,-93.886057,42.061127,,,,,,,,,,,6520,8880,10347,12451,11886,12373,29782,28139,28037,26470,26184,25186,26224,26306
1909550,Burlington,-91.115726,40.808153,,,,,,,4082,6706,14930,19450,22565,23201,24324,24057,26755,25832,36804,42056,44605,46982,46203,42614,50564,47656
1911080,Carroll,-94.866361,42.069544,,,,,,,,,,,,,,,,5389,,,,,,,10106,
1911755,Cedar Falls,-92.446402,42.52352,,,,,,,,,,,,5319,5012,,,,,,,,,,,
1912000,Cedar Rapids,-91.668529,41.9831,,,,,,,,,5940,10104,18020,25656,32811,45566,56097,66841,89142,104274,136899,163213,169775,168767,237230,257940
1912315,Centerville,-92.872012,40.729836,,,,,,,,,,,,5256,6936,8486,8147,8413,,,,,,,,
1912720,Chariton,-93.30761,41.016033,,,,,,,,,,,,,,5175,5365,5754,,,,,,,,
1912765,Charles City,-92.675885,43.066514,,,,,,,,,,,,,5892,7350,8039,8681,8681,10309,9964,9268,8778,7878,7812,
1913080,Cherokee,-95.550472,42.750818,,,,,,,,,,,,,,5824,6443,7469,,,,,,,,
1913575,Clarinda,-95.035928,40.737599,,,,,,,,,,,,,,,,4905,,,,,,,,
1914430,Clinton,-90.20733,41.846863,,,,,,,,,10217,13147,19418,22698,25577,24151,25726,26270,44722,49664,55060,56749,57122,51040,50149,49116
1916860,Council Bluffs,-95.862388,41.253698,,,,,,,,,10020,18063,21474,25802,29292,36162,,,,,,,,,,
1917265,Creston,-94.364378,41.059039,,,,,,,,,,5081,7200,7752,6924,8034,8615,8033,,,,,,,,
1919000,Davenport,-90.590745,41.542982,,,,,,,,11267,20038,21831,26872,35254,67363,131313,141047,155781,198071,234256,270058,362638,383958,350861,376019,379690
1919405,Decorah,-91.790218,43.301795,,,,,,,,,,,,,,,,5303,,,,,,,,
1921000,Des Moines,-93.620866,41.590939,,,,,,,,3965,12035,22408,50093,62139,86368,126468,142559,159819,195835,226010,266315,286101,338048,392928,481394,569633
1922395,Dubuque,-90.686865,42.504321,,,,,,,3108,13000,18434,22254,30311,36297,38494,39141,41679,43892,43892,49671,80048,90609,93745,86403,89143,93653
1925860,Estherville,-94.833592,43.404375,,,,,,,,,,,,,,,,5651,,,,,,,,
1926445,Fairfield,-91.96591,41.007166,,,,,,,,,,,,,,5948,6619,6773,,,,,,,,16843
1928515,Fort Dodge,-94.180271,42.506803,,,,,,,,,,,,12162,15543,19347,21895,22904,41521,44241,47810,48391,45953,40342,40235,38013
1928605,Fort Madison,-91.339005,40.628588,,,,,,,,,4011,4679,7901,9278,8900,12066,13779,14063,,,,,,,,
1933105,Grinnell,-92.724742,41.74375,,,,,,,,,,,,,5036,5362,4949,5210,,,,,,,,
1938100,Independence,-91.893898,42.470191,,,,,,,,,,,,,,,,4342,,,,,,,,
1938280,Indianola,-93.562987,41.361756,,,,,,,,,,,,,,,,4123,,,,,,,,
1938595,Iowa City,-91.524991,41.655816,,,,,,,,5214,5914,7123,7016,7987,10091,11267,15340,17182,17182,27212,33443,46850,81717,96119,131676,152586
1940845,Keokuk,-91.394372,40.402525,,,,,,,,8136,12766,12117,14101,14641,14008,14423,15106,15076,41074,43102,44207,42996,43106,38687,45468,62105
1942015,Knoxville,-93.101509,41.319096,,,,,,,,,,,,,,,,6936,,,,,,,,
1944400,Le Mars,-96.165944,42.788799,,,,,,,,,,,,,,,,5353,,,,,,,,
1948810,Manchester,-91.457227,42.486046,,,,,,,,,,,,,,,,3762,,,,,,,,
1949215,Maquoketa,-90.666238,42.066901,,,,,,,,,,,,,,,,4076,,,,,,,,
1949755,Marshalltown,-92.91458,42.041742,,,,,,,,,,6240,8914,11544,13374,15731,17373,19240,35406,35611,37984,41076,41652,38276,39311,40648
1950160,Mason City,-93.201916,43.148747,,,,,,,,,,,,6746,11230,20065,23304,27080,43845,46053,49894,49335,48458,46733,54356,51749
1952860,Missouri Valley,-95.893926,41.558912,,,,,,,,,,,,,,,,3994,,,,,,,,
1954705,Mount Pleasant,-91.551203,40.966977,,,,,,,,3538,4245,4416,3997,4109,3874,3987,3743,4610,,,,,,,,
1955110,Muscatine,-91.056093,41.424018,,,,,,,,5324,6718,8295,11454,14073,16178,16068,16778,18286,31296,32148,33840,37181,40436,39907,53905,42745
1956505,Newton,-93.04686,41.698591,,,,,,,,,,,,,,6627,11560,10462,31496,32305,35282,35425,36425,34795,37213,36842
1958620,Oelwein,-91.915745,42.676996,,,,,,,,,,,,5142,6028,7455,7794,7801,,,,,,,,
1959745,Osage,-92.812129,43.284618,,,,,,,,,,,,,,,,3196,,,,,,,,
1959925,Oskaloosa,-92.644546,41.293856,,,,,,,,,,4598,6558,9212,9466,9427,10123,11024,26485,24672,23602,22177,22867,21522,22335,22381
1960465,Ottumwa,-92.414817,41.012917,,,,,,,,,5214,9004,14001,18197,22012,23003,28075,31570,44280,47397,46126,42149,40241,35687,36051,44378
1962040,Pella,-92.917352,41.407311,,,,,,,,,,,,,,,,3638,,,,,,,,
1962355,Perry,-94.099978,41.840107,,,,,,,,,,,,,,5642,5881,5977,5977,6174,6442,6906,7053,,,
1966135,Red Oak,-95.227227,41.011681,,,,,,,,,,,,,,5578,5778,5763,,,,,,,,
1972525,Shenandoah,-95.370945,40.762251,,,,,,,,,,,,,,5255,6502,6846,,,,,,,,
1973335,Sioux City,-96.395705,42.497957,,,,,,,,,,7366,37806,33111,47828,71227,79183,82364,103627,103917,107849,116189,117457,115018,143053,168563
1974280,Spencer,-95.147209,43.145318,,,,,,,,,,,,,,,5019,6599,6599,7446,8864,18464,19576,17585,17372,16667
1974415,Spirit Lake,-95.104283,43.423112,,,,,,,,,,,,,,,,,,,,,,,16424,16667
1975630,Storm Lake,-95.201968,42.643493,,,,,,,,,,,,,,,,5274,,,,,,,20411,20260
1981210,Vinton,-92.026077,42.164144,,,,,,,,,,,,,,,,4163,,,,,,,,
1982335,Washington,-91.689175,41.299941,,,,,,,,,,,,,,,,5227,,,,,,,,
1982425,Waterloo,-92.346161,42.492436,,,,,,,,,4337,5630,6674,12580,26693,42546,53553,61092,79946,100448,122482,132916,137961,146611,163706,167819
1982875,Waverly,-92.475366,42.72653,,,,,,,,,,,,,,,,4156,,,,,,,,
1983145,Webster City,-93.820582,42.4663,,,,,,,,,,,,,5208,5657,7024,6738,,,,,,,,
1986520,Winterset,-94.013981,41.335901,,,,,,,,,,,,,,,,3631,,,,,,,,
2000125,Abilene,-97.217329,38.919721,,,,,,,,,,,,,,,5658,5671,,,,,,,,
2002300,Arkansas City,-97.039608,37.065267,,,,,,,,,,,8347,6140,7508,11253,13946,12752,,,,,,,,
2002900,Atchison,-95.128257,39.562499,,,,,,,,,7054,15105,13963,15722,16429,12630,13024,12648,22222,21496,20898,19165,18397,16932,16774,16924
2012500,Chanute,-95.456468,37.67707,,,,,,,,,,,,,9272,10286,10277,10142,10142,10109,10849,10341,10506,9488,15713,
2013625,Clay Center,-97.123168,39.37992,,,,,,,,,,,,,,,,4518,,,,,,,,
2014600,Coffeyville,-95.626438,37.037708,,,,,,,,,,,,,12687,13452,16198,17355,49729,46487,45007,39949,42281,38816,36252,35471
2015200,Concordia,-97.658398,39.569035,,,,,,,,,,,,,,,5792,6255,,,,,,,,
2018250,Dodge City,-100.018212,37.759671,,,,,,,,,,,,,,5061,10059,8487,8487,19670,20938,22587,24315,27463,32458,33848
2020075,El Dorado,-96.858281,37.821117,,,,,,,,,,,,,,10995,10311,10045,10045,11037,12525,,,,,
2021275,Emporia,-96.187054,38.408148,,,,,,,,,,4631,7551,8223,9058,11273,14067,13188,26424,26576,26928,32071,35108,34732,38965,33690
2024000,Fort Scott,-94.702015,37.83518,,,,,,,,,4174,5372,11946,10322,10463,10693,10763,10557,10557,10335,9410,8967,8893,8362,8297,
2025100,Galena,-94.635549,37.074459,,,,,,,,,,,,10155,6096,,,,,,,,,,,
2025325,Garden City,-100.864104,37.975304,,,,,,,,,,,,,,,6121,6285,6285,15092,16093,18947,23825,33070,40523,40753
2028300,Great Bend,-98.777958,38.366056,,,,,,,,,,,,,,,5548,9044,9044,29909,32368,30663,31343,29382,28205,27674
2031100,Hays,-99.322277,38.879399,,,,,,,,,,,,,,,,6385,,,21270,24730,26098,26004,27507,28452
2032825,Holton,-95.736869,39.466935,,,,,,,,,,,,,,,,2885,,,,,,,,
2033200,Horton,-95.52813,39.663817,,,,,,,,,,,,,,,,2872,,,,,,,,
2033625,Hutchinson,-97.923519,38.065503,,,,,,,,,,,8682,9379,16364,23298,27085,30013,52165,54058,59055,60765,64983,62389,64790,64511
2033875,Independence,-95.711392,37.228251,,,,,,,,,,,,,10480,11920,12782,11565,,,,,,,,
2034300,Iola,-95.400367,37.922651,,,,,,,,,,,,5791,9032,8513,7160,7244,7244,7094,6885,6493,6938,6351,,
2035750,Junction City,-96.840351,39.027519,,,,,,,,,,,,,5598,7533,7407,8507,8507,,,,,,,34362
2036000,Kansas City,-94.67647,39.10678,,,,,,,,,,,38316,57296,82331,,,,,,,,,,,
2038900,Lawrence,-95.253199,38.959902,,,,,,,,,8320,8510,9997,10862,12374,12456,13726,14390,14390,23351,32858,45698,67640,81798,99962,110826
2039000,Leavenworth,-94.92274,39.308248,,,,,,,,7429,17873,16546,19768,20735,19363,16912,17466,19220,19220,20579,22052,25147,33656,,,
2039825,Liberal,-100.928133,37.043418,,,,,,,,,,,,,,,5294,4410,4410,7134,15930,15744,17071,18743,22510,22952
2043950,McPherson,-97.662177,38.371923,,,,,,,,,,,,,,,6147,7194,7194,8689,9996,24778,26855,27268,29554,29180
2044250,Manhattan,-96.586818,39.190142,,,,,,,,,,,,,5722,7989,10136,11659,20617,55076,70693,84899,93357,97592,108999,92719
2050475,Newton,-97.347597,38.044089,,,,,,,,,,,5605,6208,7862,9781,11034,11048,11048,11590,14877,15439,16332,,,
2052575,Olathe,-94.803184,38.880788,,,,,,,,,,,,,,,,3679,,,,,,,,
2053225,Osawatomie,-94.950799,38.50165,,,,,,,,,,,,,,,,7656,,,,,,,,
2053550,Ottawa,-95.266513,38.612044,,,,,,,,,,4032,6248,6934,7650,9018,9563,10193,10193,10081,10673,11036,11016,11076,,25992
2054675,Parsons,-95.269747,37.33907,,,,,,,,,,4199,6736,7682,12463,16028,14903,14294,30352,29285,26805,25775,25682,23693,22835,21607
2056025,Pittsburg,-94.699816,37.41032,,,,,,,,,,,6697,10112,14755,18052,18145,20125,44191,40231,37032,37850,37916,35568,38242,39134
2057625,Pratt,-98.738068,37.650321,,,,,,,,,,,,,,5183,6322,6591,,,,,,,,
2062700,Salina,-97.607205,38.824267,,,,,,,,,,,6149,6074,9688,15085,20155,21073,29535,33409,54715,46592,48905,49301,59760,61697
2071000,Topeka,-95.689508,39.0392,,,,,,,,,5790,15452,31007,33608,43684,50022,64120,67833,91247,105418,141286,155322,185442,192129,224551,233870
2076475,Wellington,-97.400061,37.267289,,,,,,,,,,,,,7034,7048,7405,7246,7246,7747,8809,8072,8212,8411,,
2079000,Wichita,-97.336226,37.688848,,,,,,,,,,4911,23853,24671,52450,72217,111110,114966,143311,222290,343231,389352,411313,485270,571166,630919
2079950,Winfield,-96.980672,37.247889,,,,,,,,,,,5184,5554,6700,7933,9398,9506,38139,36905,37861,35012,36824,36915,36291,36311
20KWYAN,Wyandotte,-94.6215233,39.1168422,,,,,,,,,,6149,,,,,,,,,,,,,,
2102368,Ashland,-82.641571,38.464017,,,,,,,,,,,,6800,8688,28736,50720,49912,,,,,,,,
2103628,Bardstown,-85.463006,37.815492,,,,,,,,,,,,,,,,,,,,,,,,43437
2108902,Bowling Green,-86.444423,36.981657,,,,,,,,,4574,5114,7803,8226,9173,9638,12348,14585,14585,18347,28338,36253,40450,42278,104166,158599
2112160,Campbellsville,-85.345444,37.345951,,,,,,,,,,,,,,,,,,,,,,,22927,24512
2113978,Central City,-87.128622,37.294989,,,,,,,,,,,,,,,,,,,,,,,31839,
2117362,Corbin,-84.09551,36.941575,,,,,,,,,,,,,,,8036,7893,7893,7744,7119,7317,8075,7419,35865,
2117848,Covington,-84.509594,39.065111,,,,,,2026,9408,16471,39592,50153,62289,71239,,,,,,,,,,,,
2119432,Cynthiana,-84.296841,38.388292,,,,,,,,,,,,,,,,4840,,,,,,,,
2119882,Danville,-84.774992,37.645527,,,,,,,,4962,2542,3074,3766,4285,5420,5099,6729,6734,6734,8686,9010,21090,25066,25641,51058,53174
2124274,Elizabethtown,-85.866173,37.702674,,,,,,,,,,,,,,,,3667,,,,11748,30036,38473,107547,148338
2128900,Frankfort,-84.86311,38.197274,,,,,,,3308,3702,5396,6958,7892,9487,10465,9805,11626,11492,23308,25933,29421,34481,41830,43781,66798,70706
2130700,Georgetown,-84.555496,38.214542,,,,,,,,,,,,,,,,4420,,,,,,,,
2131114,Glasgow,-85.920229,37.000375,,,,,,,,,,,,,,,5042,5815,5815,7025,28303,28677,34009,34001,48070,52272
2134732,Harlan,-83.320066,36.841487,,,,,,,,,,,,,,,,5122,,,,,,,,
2134966,Harrodsburg,-84.845974,37.764019,,,,,,,,,,,,,,,,4673,,,,,,,,
2135362,Hazard,-83.193706,37.25591,,,,,,,,,,,,,,,7021,7397,,,,,,,,
2135866,Henderson,-87.580713,37.835587,,,,,,,,,4171,5365,8835,10272,11452,12169,11668,13160,13160,16837,,,,,,
2137918,Hopkinsville,-87.488872,36.854712,,,,,,,,,,4229,5833,7280,9419,9696,10746,11724,11724,12526,19465,21250,,,,
2140312,Jenkins,-82.632148,37.179914,,,,,,,,,,,,,,,8465,9428,,,,,,,,
2144344,Lebanon,-85.256263,37.570623,,,,,,,,,,,,,,,,3786,,,,,,,,
2146027,Lexington-Fayette County,-84.494642,38.029632,,,4326,5279,6026,6997,8159,9321,14801,16656,21567,26369,35099,41534,45736,49304,78899,100746,131906,174323,317629,348428,408326,472099
2147476,London,-84.084181,37.127504,,,,,,,,,,,,,,,,,,,,,,,52715,126369
2148000,Louisville,-85.749534,38.22887,,,,4012,10341,21210,43194,68033,100753,123758,161129,204731,234340,267981,345510,355984,451473,576900,725139,826553,906152,952662,1161975,1235708
2149368,Madisonville,-87.50219,37.33266,,,,,,,,,,,,,,5030,6908,8209,8209,38815,38458,38167,46174,46126,46519,46920
2150898,Mayfield,-88.640122,36.737693,,,,,,,,,,,,,5916,6583,8177,8619,8619,8990,30021,30939,34049,33550,37028,37121
2151024,Maysville,-83.77589,38.64392,,,,,,,3840,4106,4705,5220,5358,6423,6141,6107,6557,6572,6572,8632,8484,7411,7983,7169,30892,17490
2151924,Middlesborough,-83.72323,36.610146,,,,,,,,,,,,,7305,8041,10350,11777,43812,47602,35336,31087,34330,31506,30060,28691
2154084,Mount Sterling,-83.9445,38.056613,,,,,,,,,,,,,,,,4782,,,,,,,40195,44396
2154642,Murray,-88.315656,36.609494,,,,,,,,,,,,,,,,,,,,27692,30031,30735,34177,37191
2155884,Newport,-84.490206,39.088661,,,,,,,5895,10046,,,,,,,,,,,,,,,,
2156136,Nicholasville,-84.576585,37.88267,,,,,,,,,,,,,,,,3192,,,,,,,,
2158620,Owensboro,-87.11839,37.757748,,,,,,,,,,6231,9837,13189,16011,17424,22765,30245,30245,33651,42471,79486,85949,87189,109875,114752
2158836,Paducah,-88.627436,37.072226,,,,,,,,4590,6866,8036,12797,19446,22760,24735,33541,33765,48534,49137,57306,58281,61310,62879,98765,98762
2159196,Paris,-84.25767,38.206476,,,,,,,,,,,,,5859,6310,6204,6697,6697,6912,7791,7823,,,,
2163138,Princeton,-87.882479,37.107674,,,,,,,,,,,,,,,,5389,,,,,,,,
2165226,Richmond,-84.293562,37.74472,,,,,,,,,,,5073,4653,5340,5622,6495,7335,7335,31179,33482,42730,53352,57508,87454,99972
2167512,Russellville,-86.892661,36.842601,,,,,,,,,,,,,,,,3983,,,,,,,,
2170050,Shelbyville,-85.225847,38.21216,,,,,,,,,,,,,,,,4392,,,,,,,,
2171688,Somerset,-84.609387,37.082966,,,,,,,,,,,,,,,5506,6154,6154,7097,7112,35234,45803,49489,56217,63063
2179482,Versailles,-84.730909,38.054651,,,,,,,,,,,,,,,,2548,,,,,,,,
2183676,Winchester,-84.184289,37.994774,,,,,,,,,,,,5964,7156,8333,8233,8594,8594,9226,10187,13402,,,,
2200100,Abbeville,-92.129056,29.972489,,,,,,,,,,,,,,,,6672,,,38855,43071,48458,50055,53807,
2200975,Alexandria,-92.459153,31.292782,,,,,,,,,,,,5648,11213,17510,23025,27066,27066,34913,40279,41557,151985,149082,145035,153922
2204685,Bastrop,-91.914944,32.777855,,,,,,,,,,,,,,,5121,6626,6626,32038,33709,32463,34803,31938,31021,27979
2205000,Baton Rouge,-91.140229,30.45809,,,,,,2269,3905,5428,6498,7197,10478,11269,14897,21782,30729,34719,88415,158236,230058,285167,494151,528264,705973,802484
2208150,Bogalusa,-89.863761,30.780436,,,,,,,,,,,,,,8245,14029,14604,34443,38371,44015,41987,44207,43185,43926,47168
2208920,Bossier City,-93.691397,32.517651,,,,,,,,,,,,,,,,5786,,15470,,,,,,
2218650,Crowley,-92.373695,30.213618,,,,,,,,,,,,,5099,6108,7656,9523,9523,47050,49931,52109,56427,55882,58861,
2220610,De Ridder,-93.29023,30.851419,,,,,,,,,,,,,,,,,,,,,,30083,32986,35654
2221240,Donaldsonville,-90.994046,30.099947,,,,,,,,,,,,,,,,3889,,,,,,,,
2224565,Eunice,-92.416927,30.493595,,,,,,,,,,,,,,,,5242,,,,,,,,
2226757,Fort Polk South,-93.211213,31.047003,,,,,,,,,,,,,,,,,,,,53794,53475,61961,52531,52334
2232755,Hammond,-90.465616,30.504446,,,,,,,,,,,,,,,6072,6033,6033,8010,59434,65875,80698,85709,100588,121097
2236255,Houma,-90.716108,29.587614,,,,,,,,,,,,,5024,5160,6531,9052,9052,11505,22561,30922,48412,182842,194477,208178
2237830,Jackson,-91.214436,30.837588,,,,,,,,,,,,,,,,5384,,,,,,,,
2238355,Jennings,-92.65688,30.222207,,,,,,,,,,,,,,,,7343,,,29825,29554,32168,30722,31435,
2240735,Lafayette,-92.029363,30.213901,,,,,,,,,,,,,6392,7855,14635,19210,19210,33541,40400,109716,150017,208740,239086,466750
2241155,Lake Charles,-93.208537,30.214656,,,,,,,,,,,,6680,11449,13088,15791,21207,21207,41272,145475,145415,167223,168134,193568,199607
2250885,Minden,-93.283296,32.616761,,,,,,,,,,,,,,6105,5623,6677,6677,9787,39701,39939,43631,41989,41831,
2251410,Monroe,-92.094895,32.510343,,,,,,,,,,,,5428,10209,12675,32594,36869,36869,48874,101663,115387,139241,142191,170053,176441
2252040,Morgan City,-91.197314,29.700828,,,,,,,,,,,,,5477,5429,5985,6969,6969,9759,48833,60752,64253,58086,53500,54650
2253545,Natchitoches,-93.095085,31.754123,,,,,,,,,,,,,,,,6812,,,35653,35219,39863,36689,39080,39566
2254035,New Iberia,-91.818454,30.003577,,,,,,,,,,,,6815,7499,6278,8003,13747,37183,40059,51657,57397,63752,68297,73266,
2255000,New Orleans,-90.059011,29.972754,,,17242,27176,46082,102193,116375,168675,191418,216090,242039,287104,339075,394416,468346,505416,552244,685405,868480,1045809,1187073,1238816,1316510,1189866
2258045,Opelousas,-92.084406,30.528183,,,,,,,,,,,,,,,6299,8980,8980,78476,81493,80364,84128,80331,87700,83384
2260075,Pierre Part,-91.206612,29.960975,,,,,,,,,,,,,,,,,,,,,,,23388,
2260880,Plaquemine,-91.240485,30.284044,,,,,,,,,,,,,,,5124,5049,5049,5747,7689,7739,7521,7186,,
2266655,Ruston,-92.640466,32.529674,,,,,,,,,,,,,,,,7107,,25782,28535,33800,39763,41745,57906,46735
2270000,Shreveport,-93.771115,32.468003,,,,,,,,,4607,8009,11979,16013,28015,43874,76655,98167,150203,176547,281481,294703,333079,334341,375965,439811
2274690,Tallulah,-91.191306,32.409047,,,,,,,,,,,,,,,,5712,,,,,,,13728,
2275425,Thibodaux,-90.820095,29.792204,,,,,,,,,,,,,,,,5851,,,13403,14925,,,,
22HLAFA,Lafayette,-90.0806278,29.9238159,,,,,,,14190,,,,,,,,,,,,,,,,,
23?BRUN,Brunswick,-69.9653278,43.9145244,,,,,,,,,,,,5210,5341,5784,6144,,,,,,,,,
23?CAPE,Cape Elizabeth,-70.2000467,43.563696,,,,,,,,3278,5106,5302,5459,887,1857,,,,,,,,,,,
23?PRES,Presque Isle,-68.002166,46.679321,,,,,,,,,,,,,,,,7939,,,,,,,,
23?RUMF,Rumford Falls,-70.550899,44.5536746,,,,,,,,,,,,,5427,7016,8726,8447,,,,,,,,
2302060,Auburn,-70.241437,44.089173,,,,,,,,4022,,,,,,,,,,,,,,,,
2302100,Augusta,-69.765261,44.323535,,,,2457,3980,5314,8225,7633,7808,8665,10527,14397,16075,16878,19873,28310,77231,83881,89150,95247,109889,115904,117114,122151
2302795,Bangor,-68.783012,44.81087,,,,,2867,8627,14432,16407,18289,16856,19103,21850,30470,32042,35078,36332,36332,46671,56547,51209,83919,88745,144919,153923
2303355,Bath,-69.822565,43.916293,,,,,,5141,8020,8027,7371,7871,8723,10477,9396,14731,9110,17238,17238,17986,20161,20546,21236,24482,,
2303950,Belfast,-69.011646,44.425896,,,,,,4186,5051,5520,5278,5308,5294,4615,4618,5083,4993,5540,,,,,,,,
2304860,Biddeford,-70.446157,43.474111,,,,,,2574,6095,9349,10282,12651,20518,22267,23662,24825,24866,28421,28421,31160,29770,31661,,,,
2309585,Calais,-67.242434,45.166045,,,,,,2934,4749,5621,5944,6173,7290,7655,6116,6084,5470,5161,,,,,,,,
2321730,Eastport,-67.003914,44.913741,,,,,,2876,4125,3850,3736,4006,4908,5311,4961,4494,3466,3346,,,,,,,,
2323200,Ellsworth,-68.476039,44.572223,,,,,,2263,4009,4658,5257,5052,4804,4297,3549,3058,3557,3911,,,,,,,,
2327085,Gardiner,-69.791998,44.205963,,,,,,5042,6496,4487,4497,4439,5491,5501,5311,5475,5609,,,,,,,,,
2330550,Hallowell,-69.797884,44.286802,,,,,,4654,4769,2435,3007,3154,3181,,,,,,,,,,,,,
2338740,Lewiston,-70.192416,44.097473,,,,,,,,7424,19769,28638,32951,36712,41311,48776,53519,58415,58415,64108,70295,72474,72378,88171,103793,107702
2355225,Old Town,-68.676461,44.943047,,,,,,,3087,3860,4529,3395,5312,5763,6317,6956,7266,7688,7688,,,,,,,
2360545,Portland,-70.269086,43.665116,2240,3704,7169,8581,12598,15218,20815,26341,31413,33810,36425,56432,74323,89513,97833,103683,106566,119942,120655,141625,183625,230462,487568,514098
2360825,Presque Isle,-68.0158616,46.681153,,,,,,,,,,,,,,,,,,,12886,11452,11172,10550,9511,
2363590,Rockland,-69.114652,44.109569,,,,,,,5062,7316,7074,7599,8174,8150,8174,8109,9075,8899,8899,9234,8769,8505,7919,7972,39618,
2364675,Saco,-70.44492,43.510425,,,,,,4408,5798,6223,5755,6389,,,,,,,,,,,,,,
2368875,Skowhegan,-69.715087,44.770308,,,,,,,,,,,5068,5180,5341,5981,6433,7159,,,,,,,,
2380740,Waterville,-69.645839,44.552051,,,,,2216,2971,3964,4390,4852,4672,7107,9477,11458,13351,15454,16688,,,,,,,,
2382105,Westbrook,-70.357116,43.685348,,,,,,4116,4852,5113,6583,3981,6632,7283,,,,,,,,,,,,
2401600,Annapolis,-76.501157,38.972945,,,,2260,2623,2792,3011,4529,5744,6642,7604,8525,8609,11214,12531,13069,,,,,,,,
2404000,Baltimore,-76.617016,39.307956,13503,26514,46555,62738,80620,102313,169054,212418,267354,332313,434439,508957,558485,733826,804874,859100,1083300,1337373,1727023,2070670,2174023,2382172,2552994,2710489
2412400,Cambridge,-76.077081,38.566285,,,,,,,,,,,,5747,6407,7467,8544,10102,28006,27815,29666,29405,30623,30236,30674,32618
2416225,Chestertown,-76.068424,39.219328,,,,,,,,,,,,,,,,2760,,,,,,,,
