ID,Name,Long,Lat,1964,1982,1990,2000
2470511602,Guangan,106.633212,30.455962,46599,117063,176600,204377
2329341103,Chuzhou,118.317107,32.301556,56243,115824,124069,291763
3404652201,Hami,93.514917,42.818501,56317,115741,148130,237332
2261341002,Liuan,116.505693,31.745011,106586,115740,156965,355816
3346450881,Guiping,110.079379,23.394326,51346,115588,98101,277012
3252320382,Pizhou,118.012497,34.339032,20210,115190,118118,366496
3638230882,Fujin,132.037724,47.25011,45659,112916,129405,138010
2465140902,Xinzhou,112.734174,38.416663,22211,111839,132842,206779
3504653101,Kashen,75.989755,39.4704,77871,111570,161265,189266
3679511181,Emeishan,103.484504,29.601199,32091,111090,94943,128874
3241469003,Danzhou,109.580811,19.521134,52144,110955,124365,374164
2398321302,Suqian,118.275497,33.961994,35770,110912,113550,244651
2133441302,Huizhou,114.416196,23.111847,63101,109751,274689,591686
3707622101,Yumen,97.045535,40.291849,97934,109203,113174,122264
3452430482,Changning,121.424625,31.220366,43955,109188,222899,213236
3239610481,Xingping,108.490475,34.299221,43105,109048,177957,375962
3434510681,Guanghan,104.28243,30.97618,45348,109017,176600,222043
2194350303,Putian,119.007777,25.454085,59759,108607,157456,443926
2263361002,Fuzhou,119.296494,26.074508,53035,107547,168418,353211
3625222406,Helong,129.010106,42.546675,76568,107514,124388,141903
2315411102,Luohe,114.016539,33.581413,68951,106777,187792,304105
3419430981,Yuanjiang,112.355954,28.847045,37638,106615,126184,228097
3359441781,Yangchun,111.79154,22.170439,40050,105950,110480,270309
3356421281,Chibi,113.900628,29.724692,31912,105866,158262,271018
3357421281,Chibi,113.900628,29.724692,31912,105866,158262,271018
2191410902,Puyang,115.02933,35.762141,20805,105483,121711,448290
2308530302,Qujing,103.796167,25.49001,41103,103794,164853,311135
2249450702,Qinzhou,108.654543,21.980968,44197,103243,131633,367379
3518152102,Manzhouli,117.480335,49.587664,74647,102482,122137,181112
3426452402,Hezhou,111.566694,24.403582,55735,102348,125115,225723
2477330802,Quzhou,118.874375,28.93581,95361,101359,107357,199016
3450522601,Kaili,107.981121,26.566853,24929,101283,110436,213868
3178440882,Leizhou,110.096753,20.914242,40095,100299,137771,463820
2282421202,Xianning,114.322492,29.841443,19105,100121,115222,331707
2505350902,Ningde,119.547933,26.665617,26700,100115,171842,188808
3311371581,Linqing,115.704881,36.838277,63862,99806,108745,305575
3527130582,Shahe,114.5,36.85,12279,99390,124120,178024
3312420981,Yingcheng,113.572707,30.92837,29115,98970,238544,305507
3541350781,Shaowu,117.492534,27.340327,47675,98173,101116,170547
3396513401,Xichang,102.264449,27.894504,43859,97513,97513,245848
2399511402,Meishan,103.848538,30.07544,37519,96255,224600,242729
3300440982,Huazhou,110.639556,21.663889,24654,95997,97132,319850
3752361181,Dexing,117.578713,28.946464,33000,95844,81059,114925
3397652901,Akesu,80.260605,41.168779,45654,95832,130541,245602
3660360782,Nankang,114.765403,25.661471,28869,95705,163411,132462
3577350784,Jianyang,118.120463999999,27.331876,40536,95691,122323,156420
3320371081,Wendeng,122.058128,37.193913,16684,95510,123836,297483
3563222424,Wangqing,129.771607,43.312522,84391,95475,128141,162456
3294371082,Rongcheng,122.433666666667,37.125,16002,95077,96264,323226
3535130181,Xinji,115.217962,37.943268,41148,93040,134378,172870
2605511802,Yaan,103.013261,29.980537,47896,92905,94034,147474
3637431081,Zixing,113.236146,25.976243,48808,92704,112614,138215
3225440981,Gaozhou,110.85332,21.918035,37207,92664,106366,393675
3574622701,Pingliang,106.665106,35.542686,48313,92393,99265,156904
2476331102,Lishui,119.922796,28.46763,25145,91953,111987,199016
3271420683,Zaoyang,112.771959,32.128818,28024,91521,177610,344918
2304441402,Meizhou,116.122469,24.288384,65618,89800,234350,313821
3284440683,Sanshui,112.896652,23.155926,33661,89419,104199,330746
3747410781,Weihui,114.053,35.43,38688,89348,78223,115302
3298421381,Guangshui,113.82589,31.616854,40021,89284,131379,320278
3421370685,Zhaoyuan,120.434072,37.355469,35247,89156,105608,226734
3339152801,Linhe,107.426685,40.758277,17031,88865,144368,281385
2097430702,Changde,111.698497,29.031673,95674,88443,256678,759262
3629360982,Zhangshu,115.517,28.0833,44167,88411,84763,140962
3554130981,Botou,116.578368,38.083437,32684,88256,85376,165892
3390411381,Dengzhou,112.087425,32.687719,21107,87172,132178,250338
3350522401,Bijie,105.283992,27.302589,50473,87040,113079,273424
3522341181,Tianchang,119.003686,32.689438,30239,86434,158295,180114
3459441284,Sihui,112.733773,23.326504,24882,85959,96473,209261
3430522701,Duyun,107.518727,26.259407,57595,85612,132192,223538
3394370881,Qufu,116.986532,35.581137,14480,85507,82823,247660
3624420581,Yidu,111.450006,30.378327,29407,84819,139600,142496
3495140781,Jiexiu,111.916712,37.026945,24804,84795,177486,192780
3482452701,Hechi,108.085261,24.692931,18022,83977,88419,198137
3325421182,Wuxue,115.561217,29.844107,27334,83835,191471,294512
3443410183,Xinmi,113.390939,34.539449,47328,83254,86000,219437
2321341602,Bozhou,115.778676,33.844582,57625,83185,169336,297269
3260440183,Zengcheng,113.81086,23.261141,40763,82999,110661,359447
3539330482,Pinghu,121.01596,30.675767,37937,82709,102137,171529
3410622201,Zhangye,100.449822,38.925646,41821,82502,87376,232830
2392131102,Hengshui,115.69868,37.735302,15827,82406,124872,248471
3555420583,Zhijiang,111.760531,30.42594,22014,82330,77606,165240
3796231024,Dongning,131.125806,44.062672,48848,81842,87614,108859
3491520181,Qingzhen,106.470278,26.556036,19555,81071,88293,194290
3355469004,Qiongshan,110.354149,20.003143,31628,81037,84005,271084
2134420802,Jingmen,112.199265,31.035423,38222,80607,160794,583373
2105411303,Nanyang,112.528345,32.990614,17887,80253,228293,696638
3596440785,Enping,112.305126,22.183229,17641,80244,107570,151626
3643452601,Baise,106.618201,23.902333,37657,79650,80742,137165
2341512002,Ziyang,104.627636,30.128901,17063,78728,192619,280158
3351130682,Dingzhou,114.990251,38.516168,24157,78507,75965,273301
2509530402,Yuxi,102.546543,24.352036,16271,78224,167534,188580
3511421081,Shishou,112.425454,29.720938,31470,77795,68332,188409
2268431202,Huaihua,109.998488,27.554978,30463,77525,122924,346522
3543452702,Yizhou,108.636415,24.485214,32632,77442,70539,169907
3411652301,Changji,87.302493,44.012677,16588,76952,112318,232645
3503370684,Penglai,120.758848,37.810661,11170,76685,91087,189753
2420441602,Heyuan,114.700447,23.743538,43381,76527,103341,227773
3659141082,Huozhou,111.755398,36.568931,24787,76090,66959,132514
3402510183,Qionglai,103.464156,30.410275,33908,75348,61338,239331
3309420682,Laohekou,111.674928,32.38676,41465,74455,109824,309634
3457420684,Yicheng,111.286471,30.691967,14460,73902,78643,210098
3622152502,Xilinhaote,116.086032,43.933411,27077,73704,90646,142846
2469620302,Jinchang,102.188043,38.520089,37895,73240,133917,204902
2106511002,Neijiang,105.058433,29.580229,15751,73154,526733,696158
2436511902,Bazhong,106.744729,31.865236,35836,73091,121905,221889
3374450981,Beiliu,110.354215,22.708311,21352,71254,56671,258076
2389140602,Shuozhou,112.432825,39.331595,14308,71253,81752,250700
3582341182,Mingguang,117.989199,32.777056,40232,71224,75439,155007
2649360602,Yingtan,117.069202,28.260189,26521,71016,108739,135327
3682533001,Baoshan,99.161471,25.112065,27869,70545,63451,128069
3703152128,Ewenkezuzizhiqi,119.755244899999,49.1434304,18861,69212,107852,123205
3348440983,Xinyi,118.354445,34.369584,25046,69152,68914,276419
3528420582,Dangyang,111.788312,30.821266,21752,68987,67583,176580
2501610802,Yulin,109.734556,38.285342,58433,68946,79460,190664
2083440402,Zhuhai,113.576726,22.270715,22456,68868,331065,833908
3515440184,Conghua,113.586365,23.548404,18138,68650,62596,184062
3598522201,Tongren,109.189598,27.731515,35885,67203,68557,150429
3449532301,Chuxiong,101.528069,25.045532,28269,66621,106521,216199
3565420982,Anlu,113.689025,31.255594,20586,66551,59021,162216
3516530181,Anning,103.718932,36.104153,33741,66529,86160,183021
3499532101,Zhaotong,103.717465,27.338257,44963,65018,85973,191042
3570410882,Qinyang,112.950716,35.087539,14005,63848,75083,160245
3549622102,Jiuquan,98.494411,39.732488,52779,63822,73022,168129
3808410481,Wugang,111.887,29.2933,28270,62761,63175,106917
3531469005,Wenchang,110.797648,19.54339,19675,62213,64539,175524
3783360781,Ruijin,116.027135,25.885555,19873,61464,47119,110874
3618440282,Nanxiong,114.311982,25.117753,36101,61085,60861,143912
2445640302,Wuzhong,106.198225,37.997476,18374,60994,164688,218525
3508411681,Xiangcheng,114.9,33.45,21875,60544,65943,188589
3547469002,Qionghai,110.47465,19.258404,15319,60025,54143,168903
3560411481,Yongcheng,116.4495,33.929291,13638,59714,89695,163587
2444450602,Fangchenggang,108.355638,21.686114,28489,58807,95338,218636
3590612501,Shangzhou,109.941241,33.862703,14993,58736,53028,153042
3423652801,Kuerle,86.17401,41.72664,23958,58367,51675,226542
3564152103,Zhalantun,122.737467,48.013733,49874,57902,145290,162239
2496231102,Heihe,127.52846,50.245297,39720,56966,81955,192764
3710430581,Wugang,111.887,29.2933,28270,56817,51704,121698
3745140881,Yongji,110.433,34.8667,50165,55626,48495,115574
3540152921,Alashan,105.728969,38.851892,20727,55622,71678,170998
3546431281,Hongjiang,109.836669,27.208609,87053,55575,52940,168983
3556433101,Jishou,109.698092,28.26236,23781,55191,80132,165059
2368445302,Yunfu,112.044491,22.915094,14987,54994,61610,261636
3544422801,Enshi,109.488172,30.272156,47437,54982,93056,169877
3644222404,Huichun,119.2987939,26.1234705,23860,53828,88286,137163
